Source File: D:\Storage\Programs\OOI\Group 5\Correspondence\07_18_14 sample files\files\11079364.WC
Processed: 07/18/2014 17:47:40
Using Version: 1.11
Device: HMR
Start Date: 04/17/2014
Timestamp (s)	Depth (dbar)	Suspect Timestamp	Heading (deg)	Pitch (deg)	Roll (deg)
1397773715.734	18.770	n	113.2	-0.1	-2.3
1397773716.364	18.593	y	114.2	-0.1	-2.3
1397773716.375	18.593	n	114.3	-0.1	-2.2
1397773716.387	18.593	n	114.0	-0.1	-2.1
1397773716.392	18.577	n	113.9	0.0	-2.1
1397773716.403	18.577	n	114.4	0.0	-2.1
1397773716.488	18.559	n	114.4	0.0	-2.0
1397773716.592	18.522	n	114.2	0.1	-1.9
1397773716.719	18.484	n	114.1	0.1	-1.9
1397773716.843	18.447	n	114.2	0.1	-1.9
1397773716.968	18.412	n	114.4	0.2	-1.8
1397773717.092	18.375	n	114.3	0.3	-1.7
1397773717.203	18.342	n	114.4	0.3	-1.7
1397773717.326	18.306	n	113.1	0.4	-1.6
1397773717.449	18.275	n	114.3	0.4	-1.6
1397773717.569	18.249	n	114.5	0.4	-1.5
1397773717.691	18.235	n	113.8	0.5	-1.5
1397773717.813	18.198	n	113.4	0.5	-1.5
1397773717.935	18.175	n	114.1	0.5	-1.4
1397773718.057	18.149	n	114.5	0.5	-1.4
1397773718.179	18.124	n	113.3	0.5	-1.4
1397773718.307	18.097	n	114.2	0.6	-1.4
1397773718.422	18.079	n	114.6	0.6	-1.4
1397773718.546	18.061	n	113.1	0.6	-1.5
1397773718.672	18.043	n	113.5	0.6	-1.5
1397773718.796	18.023	n	114.6	0.6	-1.4
1397773718.909	18.006	n	114.9	0.7	-1.4
1397773719.031	17.989	n	114.8	0.7	-1.4
1397773719.156	17.977	n	114.8	0.7	-1.4
1397773719.297	17.967	n	114.9	0.7	-1.4
1397773719.405	17.952	n	114.0	0.8	-1.4
1397773719.531	17.945	n	113.8	0.8	-1.3
1397773719.641	17.937	n	113.9	0.8	-1.4
1397773719.763	17.930	n	114.5	0.9	-1.4
1397773719.884	17.924	n	115.2	0.9	-1.4
1397773720.007	17.924	n	114.7	1.0	-1.5
1397773720.128	17.919	n	114.4	1.0	-1.5
1397773720.251	17.922	n	115.3	1.0	-1.5
1397773720.371	17.923	n	114.9	1.1	-1.5
1397773720.494	17.919	n	114.0	1.1	-1.6
1397773720.614	17.923	n	114.7	1.2	-1.6
1397773720.737	17.924	n	115.5	1.2	-1.7
1397773720.859	17.926	n	114.8	1.2	-1.7
1397773720.984	17.930	n	114.0	1.3	-1.7
1397773721.109	17.935	y	115.1	1.4	-1.8
1397773721.224	17.938	n	115.9	1.4	-1.8
1397773721.345	17.941	n	116.2	1.5	-1.8
1397773721.468	17.946	n	116.6	1.5	-1.8
1397773721.594	17.948	n	116.7	1.6	-1.8
1397773721.719	17.958	n	116.3	1.7	-1.8
1397773721.843	17.961	n	115.8	1.7	-1.8
1397773721.968	17.965	n	115.4	1.7	-1.8
1397773722.076	17.970	n	115.0	1.7	-1.7
1397773722.200	17.973	n	115.0	1.7	-1.7
1397773722.321	17.976	n	115.5	1.7	-1.7
1397773722.444	17.980	n	116.7	1.8	-1.7
1397773722.564	17.980	n	118.2	1.7	-1.7
1397773722.688	17.983	n	117.4	1.6	-1.7
1397773722.809	17.987	n	116.7	1.6	-1.7
1397773722.932	17.985	n	118.1	1.5	-1.8
1397773723.052	17.989	n	117.7	1.5	-1.7
1397773723.174	17.987	n	117.3	1.5	-1.6
1397773723.307	17.986	n	118.7	1.4	-1.7
1397773723.421	17.985	n	117.8	1.4	-1.6
1397773723.546	17.987	n	117.0	1.4	-1.6
1397773723.660	17.983	n	117.8	1.2	-1.7
1397773723.782	17.983	n	118.5	1.2	-1.6
1397773723.906	17.981	n	119.4	1.1	-1.6
1397773724.030	17.973	n	120.0	1.1	-1.7
1397773724.156	17.967	n	120.1	1.1	-1.6
1397773724.281	17.964	n	120.2	1.1	-1.7
1397773724.406	17.951	n	120.3	1.0	-1.7
1397773724.513	17.944	n	120.2	1.1	-1.7
1397773724.637	17.934	n	120.0	1.1	-1.7
1397773724.757	17.923	n	119.1	1.0	-1.8
1397773724.879	17.911	n	118.8	0.9	-1.8
1397773725.001	17.905	n	119.9	1.0	-1.8
1397773725.121	17.890	n	120.3	1.0	-1.8
1397773725.244	17.878	n	119.4	1.0	-1.9
1397773725.364	17.864	n	119.3	0.9	-2.0
1397773725.486	17.843	n	120.1	1.0	-2.0
1397773725.608	17.834	n	119.9	1.0	-1.9
1397773725.734	17.814	n	120.2	0.9	-1.9
1397773725.859	17.791	n	120.3	0.9	-1.9
1397773725.972	17.775	n	119.7	0.8	-2.0
1397773726.094	17.757	n	120.6	0.8	-2.0
1397773726.219	17.737	y	120.8	0.8	-2.0
1397773726.343	17.716	n	120.1	0.8	-2.0
1397773726.468	17.694	n	120.8	0.8	-2.1
1397773726.593	17.671	n	121.5	0.8	-2.1
1397773726.717	17.651	n	121.4	0.8	-2.1
1397773726.825	17.624	n	121.2	0.8	-2.0
1397773726.949	17.600	n	121.1	0.7	-2.1
1397773727.069	17.571	n	120.8	0.7	-2.1
1397773727.191	17.557	n	120.9	0.7	-2.1
1397773727.315	17.528	n	121.2	0.7	-2.0
1397773727.435	17.498	n	121.9	0.7	-2.0
1397773727.557	17.469	n	122.0	0.7	-2.1
1397773727.679	17.440	n	120.7	0.6	-2.0
1397773727.800	17.410	n	120.6	0.7	-2.0
1397773727.922	17.379	n	121.5	0.6	-1.9
1397773728.047	17.347	n	122.3	0.6	-1.9
1397773728.172	17.315	n	122.1	0.6	-1.9
1397773728.307	17.286	n	120.8	0.6	-1.8
1397773728.410	17.256	n	121.4	0.6	-1.8
1397773728.531	17.217	n	122.5	0.6	-1.7
1397773728.655	17.190	n	121.2	0.6	-1.6
1397773728.780	17.157	n	121.3	0.6	-1.7
1397773728.906	17.129	n	122.5	0.6	-1.6
1397773729.030	17.097	n	121.8	0.6	-1.6
1397773729.155	17.060	n	121.0	0.6	-1.6
1397773729.264	17.032	n	121.6	0.6	-1.6
1397773729.386	17.000	n	122.0	0.7	-1.6
1397773729.507	16.971	n	121.4	0.7	-1.6
1397773729.631	16.937	n	121.4	0.8	-1.6
1397773729.751	16.924	n	122.5	0.8	-1.6
1397773729.875	16.891	n	122.5	0.8	-1.6
1397773729.994	16.864	n	121.8	0.9	-1.6
1397773730.116	16.835	n	122.0	0.9	-1.7
1397773730.239	16.805	n	122.6	0.9	-1.7
1397773730.370	16.784	n	122.8	1.0	-1.7
1397773730.485	16.761	n	122.8	1.0	-1.7
1397773730.609	16.739	n	122.5	1.0	-1.7
1397773730.725	16.718	n	121.7	1.1	-1.7
1397773730.847	16.695	n	122.1	1.2	-1.7
1397773730.969	16.677	n	122.2	1.3	-1.7
1397773731.093	16.656	n	122.2	1.3	-1.7
1397773731.262	16.637	y	122.4	1.3	-1.7
1397773731.334	16.621	n	122.5	1.4	-1.6
1397773731.468	16.604	n	122.3	1.4	-1.6
1397773731.577	16.590	n	122.6	1.5	-1.6
1397773731.699	16.577	n	122.8	1.5	-1.5
1397773731.821	16.565	n	121.7	1.5	-1.5
1397773731.944	16.554	n	121.4	1.6	-1.5
1397773732.064	16.550	n	121.8	1.6	-1.4
1397773732.188	16.540	n	122.5	1.7	-1.3
1397773732.308	16.531	n	122.9	1.7	-1.3
1397773732.429	16.520	n	122.7	1.8	-1.3
1397773732.551	16.518	n	122.2	1.8	-1.2
1397773732.672	16.509	n	121.6	1.9	-1.3
1397773732.796	16.502	n	122.1	1.9	-1.2
1397773732.921	16.503	n	123.8	2.0	-1.1
1397773733.036	16.498	n	123.2	2.0	-1.1
1397773733.157	16.499	n	122.5	2.1	-1.1
1397773733.281	16.494	n	123.6	2.1	-1.0
1397773733.411	16.491	n	122.7	2.0	-1.1
1397773733.531	16.492	n	123.2	2.1	-1.1
1397773733.655	16.494	n	123.3	2.2	-1.1
1397773733.766	16.494	n	123.1	2.2	-1.1
1397773733.887	16.496	n	123.6	2.3	-1.0
1397773734.008	16.493	n	123.1	2.3	-1.0
1397773734.132	16.494	n	123.3	2.3	-1.0
1397773734.251	16.498	n	123.3	2.2	-1.1
1397773734.374	16.499	n	123.4	2.2	-1.1
1397773734.495	16.500	n	124.1	2.2	-1.1
1397773734.616	16.504	n	123.4	2.2	-1.1
1397773734.739	16.510	n	123.7	2.2	-1.0
1397773734.860	16.510	n	123.7	2.2	-1.0
1397773734.984	16.510	n	123.6	2.2	-1.0
1397773735.109	16.514	n	124.3	2.2	-1.0
1397773735.224	16.518	n	124.0	2.1	-1.0
1397773735.350	16.518	n	124.5	2.0	-1.1
1397773735.468	16.521	n	124.4	2.0	-1.1
1397773735.593	16.523	n	124.2	2.0	-1.1
1397773735.719	16.523	n	124.9	2.0	-1.1
1397773735.844	16.523	n	124.4	2.0	-1.0
1397773735.953	16.522	n	124.2	2.0	-1.1
1397773736.075	16.521	n	125.8	1.9	-1.2
1397773736.196	16.517	y	125.2	1.8	-1.2
1397773736.338	16.515	n	124.2	1.8	-1.2
1397773736.439	16.516	n	124.1	1.8	-1.2
1397773736.561	16.515	n	124.5	1.7	-1.3
1397773736.682	16.508	n	125.4	1.6	-1.3
1397773736.804	16.505	n	126.2	1.6	-1.3
1397773736.927	16.500	n	125.9	1.6	-1.4
1397773737.047	16.490	n	125.7	1.5	-1.4
1397773737.172	16.484	n	125.7	1.5	-1.4
1397773737.306	16.477	n	126.0	1.5	-1.4
1397773737.411	16.470	n	126.0	1.4	-1.4
1397773737.533	16.454	n	125.9	1.4	-1.5
1397773737.655	16.445	n	126.4	1.4	-1.5
1397773737.780	16.431	n	126.8	1.4	-1.5
1397773737.905	16.417	n	126.9	1.4	-1.5
1397773738.030	16.401	n	126.8	1.3	-1.4
1397773738.140	16.384	n	126.9	1.3	-1.5
1397773738.262	16.371	n	127.0	1.3	-1.5
1397773738.383	16.351	n	126.8	1.3	-1.5
1397773738.507	16.331	n	126.2	1.3	-1.5
1397773738.626	16.319	n	125.9	1.3	-1.5
1397773738.748	16.299	n	126.5	1.3	-1.5
1397773738.870	16.277	n	127.3	1.2	-1.5
1397773738.992	16.258	n	126.6	1.2	-1.5
1397773739.114	16.234	n	126.4	1.2	-1.5
1397773739.235	16.211	n	126.2	1.1	-1.5
1397773739.368	16.187	n	126.8	1.1	-1.5
1397773739.485	16.160	n	127.1	1.2	-1.5
1397773739.599	16.131	n	126.3	1.2	-1.5
1397773739.720	16.110	n	126.4	1.2	-1.5
1397773739.843	16.078	n	126.6	1.1	-1.5
1397773739.968	16.049	n	127.2	1.2	-1.5
1397773740.093	16.024	n	126.1	1.2	-1.5
1397773740.218	15.993	n	126.5	1.2	-1.6
1397773740.331	15.969	n	127.5	1.2	-1.6
1397773740.453	15.938	n	126.0	1.2	-1.6
1397773740.574	15.909	n	126.3	1.2	-1.5
1397773740.696	15.880	n	126.5	1.3	-1.5
1397773740.819	15.851	n	125.9	1.3	-1.5
1397773740.939	15.834	n	125.8	1.4	-1.5
1397773741.060	15.808	n	126.1	1.4	-1.5
1397773741.182	15.778	n	126.8	1.4	-1.5
1397773741.311	15.736	y	125.7	1.5	-1.5
1397773741.443	15.709	n	125.4	1.6	-1.5
1397773741.547	15.693	n	126.2	1.6	-1.5
1397773741.672	15.671	n	126.8	1.6	-1.5
1397773741.797	15.646	n	126.8	1.7	-1.5
1397773741.912	15.622	n	126.7	1.7	-1.5
1397773742.033	15.594	n	126.5	1.7	-1.5
1397773742.155	15.573	n	126.2	1.8	-1.5
1397773742.280	15.552	n	126.2	1.8	-1.5
1397773742.413	15.531	n	126.2	1.8	-1.4
1397773742.531	15.513	n	126.0	1.9	-1.4
1397773742.641	15.497	n	125.4	1.9	-1.4
1397773742.762	15.478	n	125.1	1.9	-1.3
1397773742.883	15.464	n	125.6	1.9	-1.3
1397773743.007	15.446	n	125.6	1.8	-1.3
1397773743.127	15.438	n	125.7	1.9	-1.2
1397773743.248	15.423	n	125.6	1.9	-1.1
1397773743.369	15.408	n	125.5	2.0	-1.0
1397773743.490	15.395	n	125.4	1.9	-1.0
1397773743.612	15.385	n	125.5	1.9	-1.0
1397773743.735	15.373	n	125.9	2.0	-0.8
1397773743.860	15.366	n	125.0	2.0	-0.8
1397773743.976	15.354	n	125.1	2.0	-0.8
1397773744.097	15.345	n	126.0	2.0	-0.7
1397773744.220	15.338	n	126.6	2.0	-0.7
1397773744.350	15.336	n	126.8	2.0	-0.7
1397773744.468	15.328	n	126.7	2.0	-0.7
1397773744.593	15.325	n	126.7	2.1	-0.7
1397773744.718	15.316	n	126.8	2.1	-0.7
1397773744.826	15.311	n	126.7	2.1	-0.6
1397773744.949	15.307	n	126.8	2.2	-0.6
1397773745.070	15.302	n	127.1	2.2	-0.6
1397773745.190	15.301	n	126.2	2.2	-0.6
1397773745.317	15.296	n	124.8	2.2	-0.6
1397773745.433	15.292	n	124.9	2.3	-0.6
1397773745.557	15.294	n	126.3	2.3	-0.6
1397773745.677	15.289	n	126.5	2.2	-0.6
1397773745.798	15.284	n	125.0	2.2	-0.7
1397773745.922	15.282	n	125.1	2.3	-0.7
1397773746.047	15.281	n	126.8	2.3	-0.7
1397773746.162	15.280	n	126.2	2.3	-0.7
1397773746.284	15.275	y	125.3	2.3	-0.7
1397773746.406	15.275	n	126.8	2.3	-0.7
1397773746.531	15.276	n	126.7	2.2	-0.7
1397773746.656	15.276	n	125.7	2.2	-0.8
1397773746.780	15.273	n	126.8	2.3	-0.8
1397773746.891	15.272	n	127.5	2.2	-0.8
1397773747.013	15.273	n	126.2	2.1	-0.8
1397773747.135	15.269	n	125.4	2.2	-0.8
1397773747.257	15.264	n	125.5	2.2	-0.8
1397773747.377	15.267	n	125.8	2.2	-0.8
1397773747.501	15.261	n	125.9	2.2	-0.8
1397773747.620	15.259	n	126.0	2.1	-0.9
1397773747.742	15.257	n	126.6	2.1	-0.9
1397773747.863	15.250	n	127.5	2.1	-0.8
1397773747.985	15.250	n	127.1	2.1	-0.8
1397773748.110	15.243	n	127.0	2.1	-0.8
1397773748.235	15.236	n	127.1	2.1	-0.8
1397773748.366	15.235	n	127.1	2.1	-0.8
1397773748.470	15.226	n	127.3	2.0	-0.7
1397773748.594	15.222	n	126.8	2.0	-0.7
1397773748.719	15.211	n	127.1	2.0	-0.8
1397773748.843	15.204	n	127.4	2.0	-0.8
1397773748.968	15.192	n	126.8	1.9	-0.8
1397773749.077	15.188	n	126.8	1.9	-0.8
1397773749.200	15.179	n	127.5	1.9	-0.8
1397773749.323	15.168	n	127.7	1.9	-0.8
1397773749.441	15.165	n	127.6	1.9	-0.8
1397773749.563	15.158	n	127.4	1.9	-0.8
1397773749.684	15.145	n	127.0	1.9	-0.9
1397773749.807	15.135	n	126.5	1.9	-1.0
1397773749.927	15.119	n	126.7	1.9	-1.0
1397773750.049	15.109	n	126.8	1.9	-1.1
1397773750.172	15.101	n	126.2	1.9	-1.1
1397773750.298	15.085	n	125.8	1.9	-1.2
1397773750.430	15.073	n	126.4	1.8	-1.3
1397773750.535	15.062	n	126.5	1.9	-1.3
1397773750.655	15.045	n	125.9	1.9	-1.3
1397773750.780	15.033	n	126.3	1.9	-1.4
1397773750.906	15.016	n	126.2	1.9	-1.5
1397773751.027	15.003	n	126.3	1.9	-1.5
1397773751.141	14.987	n	126.5	1.9	-1.6
1397773751.262	14.972	n	125.9	1.9	-1.6
1397773751.403	14.957	y	126.3	2.0	-1.6
1397773751.507	14.942	n	126.3	2.0	-1.6
1397773751.626	14.937	n	126.4	1.9	-1.6
1397773751.748	14.925	n	126.5	2.0	-1.6
1397773751.870	14.910	n	126.0	2.0	-1.6
1397773751.992	14.896	n	126.6	2.0	-1.6
1397773752.114	14.881	n	126.3	2.1	-1.6
1397773752.235	14.865	n	126.2	2.1	-1.6
1397773752.360	14.850	n	126.6	2.0	-1.5
1397773752.486	14.835	n	126.1	2.0	-1.5
1397773752.598	14.819	n	126.1	2.0	-1.5
1397773752.720	14.802	n	126.8	2.0	-1.5
1397773752.843	14.781	n	126.5	1.9	-1.5
1397773752.967	14.760	n	125.9	1.9	-1.5
1397773753.093	14.743	n	125.6	1.9	-1.4
1397773753.218	14.721	n	125.5	1.8	-1.3
1397773753.327	14.700	n	125.6	1.7	-1.4
1397773753.449	14.682	n	125.6	1.7	-1.4
1397773753.571	14.662	n	125.4	1.7	-1.3
1397773753.694	14.638	n	124.5	1.7	-1.3
1397773753.814	14.634	n	124.7	1.6	-1.3
1397773753.935	14.614	n	126.4	1.6	-1.3
1397773754.057	14.595	n	127.2	1.6	-1.3
1397773754.179	14.573	n	127.3	1.6	-1.2
1397773754.300	14.552	n	126.6	1.5	-1.2
1397773754.422	14.532	n	125.6	1.5	-1.3
1397773754.550	14.511	n	125.7	1.6	-1.2
1397773754.672	14.490	n	126.7	1.5	-1.2
1397773754.786	14.471	n	126.9	1.4	-1.3
1397773754.908	14.450	n	126.1	1.4	-1.3
1397773755.030	14.425	n	125.5	1.5	-1.3
1397773755.156	14.407	n	126.3	1.4	-1.2
1397773755.280	14.385	n	127.0	1.5	-1.2
1397773755.406	14.360	n	127.0	1.5	-1.2
1397773755.517	14.338	n	126.8	1.4	-1.2
1397773755.638	14.317	n	126.0	1.4	-1.1
1397773755.762	14.292	n	125.5	1.5	-1.2
1397773755.881	14.271	n	125.8	1.5	-1.1
1397773756.003	14.260	n	126.7	1.5	-1.1
1397773756.126	14.247	n	127.2	1.5	-1.1
1397773756.246	14.221	n	127.0	1.5	-1.0
1397773756.369	14.195	y	127.0	1.6	-1.0
1397773756.529	14.178	n	126.9	1.7	-1.0
1397773756.610	14.168	n	126.4	1.7	-1.0
1397773756.735	14.150	n	125.9	1.8	-1.0
1397773756.859	14.137	n	126.0	1.8	-1.0
1397773756.975	14.116	n	126.4	1.9	-0.9
1397773757.096	14.101	n	126.7	1.9	-1.0
1397773757.218	14.088	n	126.3	2.0	-0.9
1397773757.343	14.076	n	126.6	2.1	-0.9
1397773757.468	14.061	n	126.6	2.1	-0.9
1397773757.582	14.050	n	125.9	2.2	-0.9
1397773757.703	14.040	n	126.6	2.4	-0.8
1397773757.825	14.031	n	126.6	2.5	-0.8
1397773757.947	14.019	n	125.6	2.5	-0.8
1397773758.069	14.014	n	125.6	2.5	-0.8
1397773758.189	14.010	n	125.9	2.6	-0.7
1397773758.311	14.009	n	126.1	2.6	-0.6
1397773758.432	14.004	n	126.0	2.6	-0.6
1397773758.554	13.999	n	125.3	2.7	-0.6
1397773758.675	13.995	n	125.2	2.7	-0.5
1397773758.797	13.991	n	126.6	2.8	-0.4
1397773758.923	13.991	n	126.2	2.9	-0.3
1397773759.047	13.987	n	125.4	2.9	-0.3
1397773759.160	13.983	n	125.8	2.9	-0.3
1397773759.282	13.986	n	126.1	2.9	-0.4
1397773759.406	13.987	n	125.3	2.9	-0.4
1397773759.547	13.992	n	125.6	2.9	-0.3
1397773759.656	13.994	n	126.7	2.9	-0.3
1397773759.781	13.995	n	125.5	2.9	-0.3
1397773759.888	14.003	n	124.3	2.9	-0.3
1397773760.011	14.004	n	124.0	2.9	-0.3
1397773760.131	14.008	n	124.2	2.8	-0.3
1397773760.253	14.010	n	124.3	2.8	-0.4
1397773760.376	14.014	n	124.3	2.8	-0.4
1397773760.496	14.021	n	124.3	2.8	-0.4
1397773760.619	14.024	n	124.2	2.7	-0.4
1397773760.739	14.027	n	124.2	2.7	-0.5
1397773760.859	14.036	n	124.5	2.6	-0.5
1397773760.985	14.040	n	125.2	2.6	-0.6
1397773761.110	14.045	n	126.4	2.6	-0.6
1397773761.223	14.050	n	126.6	2.6	-0.7
1397773761.345	14.056	n	125.0	2.5	-0.8
1397773761.469	14.059	y	125.5	2.5	-0.8
1397773761.595	14.060	n	125.7	2.5	-0.9
1397773761.718	14.063	n	125.6	2.4	-0.9
1397773761.843	14.066	n	126.9	2.4	-1.0
1397773761.952	14.067	n	127.0	2.4	-1.0
1397773762.075	14.070	n	126.7	2.3	-1.1
1397773762.195	14.072	n	126.0	2.2	-1.1
1397773762.316	14.072	n	126.0	2.1	-1.1
1397773762.438	14.072	n	126.5	2.1	-1.1
1397773762.560	14.072	n	126.1	2.1	-1.2
1397773762.682	14.067	n	126.1	2.0	-1.2
1397773762.802	14.069	n	126.8	2.0	-1.3
1397773762.923	14.064	n	127.0	2.0	-1.3
1397773763.048	14.059	n	126.4	2.0	-1.3
1397773763.173	14.052	n	125.9	1.9	-1.3
1397773763.287	14.045	n	126.6	1.9	-1.3
1397773763.409	14.033	n	127.2	1.8	-1.4
1397773763.537	14.023	n	126.7	1.8	-1.4
1397773763.656	14.015	n	127.2	1.8	-1.5
1397773763.780	14.001	n	126.7	1.7	-1.5
1397773763.905	13.989	n	126.9	1.7	-1.5
1397773764.030	13.973	n	127.0	1.6	-1.5
1397773764.138	13.953	n	127.0	1.6	-1.5
1397773764.261	13.936	n	127.8	1.6	-1.5
1397773764.382	13.916	n	126.5	1.6	-1.5
1397773764.503	13.905	n	125.4	1.5	-1.5
1397773764.626	13.883	n	125.2	1.5	-1.5
1397773764.747	13.856	n	126.8	1.5	-1.5
1397773764.869	13.831	n	127.9	1.4	-1.6
1397773764.990	13.802	n	126.3	1.4	-1.6
1397773765.111	13.775	n	125.8	1.4	-1.5
1397773765.234	13.746	n	127.4	1.4	-1.5
1397773765.360	13.719	n	128.4	1.3	-1.5
1397773765.485	13.688	n	128.4	1.3	-1.5
1397773765.598	13.655	n	128.4	1.3	-1.5
1397773765.719	13.625	n	128.3	1.3	-1.5
1397773765.842	13.593	n	128.2	1.3	-1.5
1397773765.967	13.559	n	128.1	1.3	-1.4
1397773766.092	13.526	n	128.0	1.3	-1.4
1397773766.216	13.490	n	127.9	1.2	-1.3
1397773766.327	13.456	n	127.9	1.2	-1.3
1397773766.448	13.440	y	127.7	1.2	-1.2
1397773766.570	13.394	n	127.5	1.2	-1.1
1397773766.693	13.355	n	127.4	1.1	-1.1
1397773766.813	13.341	n	127.2	1.1	-1.0
1397773766.934	13.312	n	127.1	1.1	-0.9
1397773767.057	13.278	n	127.0	1.2	-0.9
1397773767.177	13.249	n	126.8	1.2	-0.8
1397773767.299	13.219	n	126.6	1.1	-0.8
1397773767.422	13.193	n	126.1	1.2	-0.8
1397773767.556	13.163	n	125.2	1.2	-0.7
1397773767.663	13.140	n	124.1	1.3	-0.7
1397773767.785	13.112	n	123.0	1.4	-0.6
1397773767.906	13.091	n	122.6	1.5	-0.6
1397773768.031	13.067	n	124.2	1.6	-0.6
1397773768.156	13.047	n	124.1	1.8	-0.6
1397773768.280	13.030	n	123.0	1.9	-0.7
1397773768.405	13.012	n	123.9	2.0	-0.7
1397773768.515	12.999	n	123.6	2.1	-0.7
1397773768.637	12.984	n	122.4	2.3	-0.7
1397773768.758	12.977	n	122.3	2.5	-0.7
1397773768.879	12.973	n	122.7	2.6	-0.8
1397773769.001	12.963	n	122.5	2.8	-0.8
1397773769.122	12.960	n	121.6	2.9	-0.8
1397773769.240	12.956	n	122.1	3.1	-0.8
1397773769.361	12.954	n	122.6	3.1	-0.8
1397773769.476	12.954	n	123.3	3.2	-0.9
1397773769.600	12.954	n	123.4	3.3	-0.9
1397773769.718	12.954	n	122.5	3.4	-0.9
1397773769.828	12.960	n	122.4	3.5	-0.9
1397773769.946	12.965	n	123.2	3.5	-0.9
1397773770.064	12.968	n	123.2	3.6	-0.9
1397773770.181	12.971	n	121.9	3.6	-0.9
1397773770.298	12.978	n	122.5	3.6	-0.8
1397773770.423	12.983	n	122.6	3.7	-0.7
1397773770.555	12.991	n	122.5	3.4	-1.0
1397773770.658	13.001	n	122.6	3.5	-0.9
1397773770.781	13.004	n	122.6	3.6	-0.7
1397773770.887	13.012	n	122.9	3.3	-0.9
1397773771.007	13.023	n	122.8	3.3	-1.0
1397773771.126	13.025	n	123.1	3.2	-1.0
1397773771.242	13.028	n	122.7	3.3	-0.8
1397773771.362	13.042	y	123.2	3.3	-0.9
1397773771.487	13.051	n	124.6	3.0	-1.2
1397773771.601	13.058	n	124.6	3.0	-1.0
1397773771.720	13.070	n	124.2	3.0	-1.2
1397773771.842	13.079	n	123.5	2.8	-1.2
1397773771.968	13.089	n	122.6	2.9	-1.2
1397773772.093	13.097	n	123.0	2.6	-1.6
1397773772.219	13.106	n	123.4	2.5	-1.5
1397773772.327	13.112	n	122.8	2.6	-1.3
1397773772.450	13.122	n	123.4	2.4	-1.5
1397773772.571	13.126	n	123.7	2.3	-1.4
1397773772.694	13.134	n	123.9	2.4	-1.3
1397773772.814	13.135	n	124.4	2.2	-1.4
1397773772.936	13.140	n	123.7	2.1	-1.3
1397773773.057	13.145	n	123.1	2.1	-1.2
1397773773.179	13.146	n	123.0	2.0	-1.2
1397773773.300	13.147	n	122.6	2.0	-1.1
1397773773.422	13.142	n	123.9	2.0	-1.0
1397773773.555	13.139	n	124.3	1.9	-1.1
1397773773.672	13.140	n	123.1	1.9	-0.9
1397773773.786	13.131	n	123.8	1.9	-0.9
1397773773.907	13.126	n	123.5	1.9	-0.8
1397773774.030	13.117	n	123.7	1.9	-0.9
1397773774.155	13.112	n	123.2	1.8	-0.9
1397773774.280	13.099	n	123.0	1.8	-0.9
1397773774.405	13.087	n	123.5	1.7	-0.9
1397773774.516	13.075	n	122.9	1.7	-1.0
1397773774.637	13.060	n	122.1	1.7	-1.1
1397773774.761	13.045	n	122.7	1.6	-1.3
1397773774.882	13.026	n	122.8	1.6	-1.4
1397773775.003	13.015	n	122.6	1.5	-1.4
1397773775.126	12.999	n	122.5	1.5	-1.5
1397773775.247	12.981	n	121.4	1.4	-1.6
1397773775.369	12.963	n	122.6	1.4	-1.7
1397773775.490	12.945	n	122.4	1.4	-1.8
1397773775.611	12.922	n	122.2	1.4	-1.8
1397773775.735	12.903	n	121.8	1.4	-1.8
1397773775.860	12.882	n	122.0	1.4	-1.9
1397773775.976	12.862	n	122.1	1.4	-1.9
1397773776.097	12.842	n	122.0	1.5	-1.8
1397773776.220	12.816	n	122.4	1.5	-1.9
1397773776.342	12.793	n	120.7	1.5	-1.9
1397773776.474	12.764	y	121.5	1.5	-1.8
1397773776.593	12.739	n	122.1	1.6	-1.8
1397773776.718	12.710	n	122.1	1.5	-1.8
1397773776.827	12.689	n	122.3	1.5	-1.8
1397773776.949	12.663	n	121.1	1.6	-1.7
1397773777.071	12.640	n	122.1	1.6	-1.7
1397773777.194	12.615	n	122.2	1.6	-1.6
1397773777.316	12.603	n	122.0	1.6	-1.5
1397773777.438	12.581	n	121.8	1.6	-1.5
1397773777.559	12.554	n	121.9	1.5	-1.4
1397773777.682	12.531	n	122.2	1.4	-1.4
1397773777.802	12.507	n	122.3	1.4	-1.4
1397773777.922	12.483	n	122.7	1.4	-1.4
1397773778.046	12.463	n	121.1	1.3	-1.4
1397773778.172	12.433	n	121.7	1.3	-1.4
1397773778.287	12.409	n	122.4	1.3	-1.4
1397773778.409	12.384	n	122.4	1.3	-1.4
1397773778.548	12.355	n	122.6	1.3	-1.4
1397773778.656	12.335	n	121.5	1.4	-1.4
1397773778.781	12.307	n	121.6	1.4	-1.4
1397773778.906	12.282	n	122.5	1.5	-1.4
1397773779.030	12.258	n	122.7	1.6	-1.4
1397773779.140	12.239	n	122.1	1.7	-1.4
1397773779.262	12.216	n	122.1	1.9	-1.5
1397773779.382	12.195	n	123.0	2.1	-1.5
1397773779.504	12.180	n	121.9	2.2	-1.4
1397773779.625	12.169	n	121.1	2.3	-1.5
1397773779.747	12.154	n	121.4	2.4	-1.5
1397773779.869	12.136	n	122.3	2.5	-1.5
1397773779.990	12.124	n	122.8	2.6	-1.5
1397773780.113	12.111	n	122.7	2.7	-1.5
1397773780.235	12.098	n	122.3	2.8	-1.5
