Source File: D:\Storage\Programs\OOI\Group 5\Correspondence\07_18_14 sample files\files\11079364.WC
Processed: 07/18/2014 17:47:40
Using Version: 1.11
Device: HMR
Start Date: 04/17/2014
Timestamp (s)	Depth (dbar)	Suspect Timestamp	Heading (deg)	Pitch (deg)	Roll (deg)
1397773522.545	0.564	y	153.6	-12.7	-1.0
1397773523.093	0.566	n	153.7	-11.8	-0.7    99.0
1397773523.105	0.563	n	152.9	-9.2	0.6
1397773523.126	0.563	n	150.8	-5.2	2.2
1397773523.137	0.563	n	148.1	-0.5	3.9
1397773523.148	0.560	n	145.7	4.2	5.1
1397773523.251	0.559	n	143.3	8.6	5.7
1397773523.359	0.546	n	140.9	12.2	5.6 88
1397773523.480	0.529	n	138.9	14.7	4.8
1397773523.604	0.518	n	136.9	16.5	3.6
1397773523.712	0.505	n	134.5	17.5	2.2
1397773523.832	0.486	n	131.6	17.9	0.5
1397773523.954	0.477	n	129.2	17.7	-1.4
1397773524.070	0.466	n	127.4	16.8	-3.8
1397773524.188	0.446	n	126.8	15.0	-6.5
1397773524.303	0.429	n	127.8	12.9	-9.4
1397773524.424	0.418	n	130.1	10.8	-12.0
1397773524.550	0.421	n	133.3	8.9	-14.0
1397773524.669	0.430	n	136.7	7.7	-15.1
1397773524.775	0.455	n	139.1	7.3	-15.1
1397773524.892	0.466	n	140.0	7.6	-13.9
1397773525.011	0.492	n	139.6	7.8	-11.4
1397773525.126	0.521	n	139.1	7.5	-8.2
1397773525.238	0.529	n	139.2	6.8	-5.2
1397773525.356	0.545	n	140.0	6.2	-3.0
1397773525.479	0.552	n	141.5	5.9	-1.8
1397773525.588	0.564	n	143.4	5.8	-1.3
1397773525.705	0.564	n	146.2	5.7	-1.5
1397773525.824	0.566	n	149.1	5.4	-1.7
1397773525.940	0.558	n	151.9	4.8	-1.6
1397773526.064	0.560	n	153.9	4.3	-1.4
1397773526.175	0.553	n	154.4	4.2	-0.8
1397773526.295	0.555	n	154.6	4.3	-0.2
1397773526.418	0.559	n	155.0	4.7	0.1
1397773526.527	0.572	n	154.8	5.1	0.8
1397773526.647	0.582	n	154.4	5.3	1.4
1397773526.762	0.589	n	154.1	5.4	1.9
1397773526.888	0.600	n	153.6	5.2	2.5
1397773527.002	0.607	n	152.7	4.8	3.2
1397773527.111	0.612	n	138.9	4.1	3.7
1397773527.219	0.611	n	129.6	3.4	4.0
1397773527.338	0.618	n	130.2	2.9	4.0
1397773527.454	0.615	n	131.2	1.9	3.4
1397773527.577	0.613	n	131.6	1.0	1.9
1397773527.697	0.604	n	133.3	0.9	-0.4
1397773527.816	0.597	n	135.8	1.3	-3.3
1397773527.969	0.582	y	136.5	2.9	-6.4
1397773528.047	0.573	n	136.4	5.7	-8.9
1397773528.171	0.559	n	135.5	9.1	-10.5
1397773528.297	0.562	n	134.3	12.8	-11.3
1397773528.404	0.569	n	133.1	16.5	-12.0
1397773528.527	0.583	n	132.0	20.1	-12.3
1397773528.647	0.610	n	131.1	23.1	-11.9
1397773528.767	0.621	n	130.6	24.4	-10.7
1397773528.884	0.649	n	130.5	23.6	-8.8
1397773529.002	0.667	n	131.9	20.0	-6.5
1397773529.127	0.673	n	133.9	15.4	-4.3
1397773529.241	0.666	n	135.2	10.9	-2.6
1397773529.362	0.656	n	135.5	7.0	-1.3
1397773529.485	0.642	n	135.3	4.8	0.1
1397773529.591	0.634	n	134.8	4.7	1.6
1397773529.704	0.637	n	133.7	6.4	3.5
1397773529.817	0.642	n	131.9	8.8	5.3
1397773529.939	0.656	n	130.2	10.3	6.3
1397773530.053	0.671	n	128.8	10.7	6.1
1397773530.173	0.671	n	127.6	9.7	4.7
1397773530.281	0.667	n	128.8	7.1	1.9
1397773530.398	0.650	n	131.9	3.4	-1.4
1397773530.515	0.646	n	134.9	-0.6	-4.6
1397773530.630	0.632	n	136.7	-3.8	-7.1
1397773530.752	0.628	n	138.3	-5.7	-8.7
1397773530.857	0.625	n	140.2	-6.1	-9.2
1397773530.982	0.628	n	141.0	-5.1	-8.5
1397773531.085	0.638	n	141.1	-3.1	-6.6
1397773531.204	0.641	n	140.8	-0.2	-4.3
1397773531.322	0.654	n	140.2	3.3	-1.6
1397773531.439	0.665	n	139.4	7.2	1.0
1397773531.554	0.678	n	138.8	10.9	3.3
1397773531.672	0.701	n	137.8	13.8	5.1
1397773531.792	0.718	n	136.8	15.8	6.4
1397773531.904	0.736	n	136.1	16.8	7.1
1397773532.021	0.745	n	134.9	16.4	7.2
1397773532.138	0.745	n	132.7	15.3	6.9
1397773532.254	0.744	n	131.0	14.0	5.8
1397773532.378	0.743	n	130.5	12.3	3.6
1397773532.491	0.742	n	129.9	11.2	0.7
1397773532.611	0.750	n	129.8	10.6	-2.6
1397773532.733	0.763	n	131.2	10.5	-6.0
1397773532.850	0.791	n	130.8	11.2	-9.3
1397773532.966	0.806	y	130.6	12.1	-11.9
1397773533.086	0.839	n	130.8	13.3	-13.3
1397773533.208	0.849	n	129.3	14.7	-13.6
1397773533.328	0.870	n	129.7	15.8	-12.9
1397773533.447	0.914	n	129.6	16.7	-11.3
1397773533.565	0.942	n	129.8	17.1	-9.2
1397773533.690	0.958	n	130.0	16.8	-6.9
1397773533.797	0.997	n	129.8	16.3	-4.5
1397773533.928	1.038	n	130.8	15.1	-2.5
1397773534.041	1.071	n	130.8	12.9	-0.9
1397773534.156	1.101	n	131.9	9.9	0.6
1397773534.273	1.118	n	133.4	6.2	1.9
1397773534.396	1.124	n	134.0	2.5	3.0
1397773534.515	1.129	n	135.3	-0.2	3.5
1397773534.630	1.146	n	136.0	-1.6	3.7
1397773534.752	1.162	n	135.6	-1.5	4.0
1397773534.880	1.183	n	136.2	-0.1	3.8
1397773534.985	1.196	n	136.4	1.8	3.1
1397773535.108	1.214	n	135.6	3.8	1.9
1397773535.218	1.236	n	136.3	5.6	0.3
1397773535.335	1.262	n	136.1	7.5	-1.1
1397773535.453	1.277	n	135.7	8.9	-2.8
1397773535.566	1.307	n	136.9	9.7	-4.6
1397773535.690	1.339	n	137.3	10.1	-6.2
1397773535.804	1.377	n	137.3	10.3	-7.3
1397773535.923	1.412	n	138.0	10.3	-7.9
1397773536.045	1.443	n	138.1	10.2	-7.9
1397773536.152	1.481	n	138.9	10.3	-7.5
1397773536.267	1.501	n	139.5	10.6	-6.7
1397773536.384	1.542	n	138.9	11.1	-5.5
1397773536.502	1.580	n	139.0	11.9	-3.9
1397773536.627	1.622	n	138.3	12.9	-2.4
1397773536.752	1.659	n	137.3	13.9	-0.8
1397773536.883	1.701	n	137.9	14.5	0.4
1397773536.985	1.730	n	137.9	14.5	1.2
1397773537.107	1.767	n	136.5	14.1	1.8
1397773537.235	1.794	n	135.7	13.1	1.9
1397773537.359	1.826	n	136.4	11.8	1.7
1397773537.466	1.852	n	136.4	10.5	1.2
1397773537.583	1.878	n	135.3	9.2	0.5
1397773537.699	1.893	n	135.6	8.1	-0.3
1397773537.817	1.920	n	136.0	7.2	-1.2
1397773537.940	1.949	n	135.3	6.6	-2.1
1397773538.093	1.972	y	135.7	6.4	-2.8
1397773538.165	2.001	n	135.6	6.7	-3.3
1397773538.278	2.029	n	134.5	7.2	-3.9
1397773538.392	2.044	n	135.0	7.8	-4.4
1397773538.505	2.068	n	135.3	8.5	-4.7
1397773538.628	2.093	n	134.0	9.3	-4.8
1397773538.735	2.119	n	133.9	10.0	-4.7
1397773538.859	2.148	n	134.4	10.6	-4.6
1397773538.969	2.176	n	133.8	11.0	-4.2
1397773539.086	2.206	n	132.8	11.1	-3.9
1397773539.203	2.215	n	132.4	10.9	-3.4
1397773539.324	2.237	n	132.7	10.4	-2.9
1397773539.441	2.261	n	133.3	9.6	-2.4
1397773539.565	2.278	n	133.7	8.7	-1.9
1397773539.690	2.298	n	133.9	7.9	-1.5
1397773539.798	2.319	n	134.4	6.9	-1.3
1397773539.924	2.333	n	134.7	6.1	-1.1
1397773540.028	2.351	n	134.7	5.5	-0.9
1397773540.147	2.365	n	134.7	4.9	-0.9
1397773540.265	2.373	n	134.7	4.5	-1.0
1397773540.380	2.389	n	134.6	4.3	-1.2
1397773540.503	2.398	n	134.4	4.1	-1.4
1397773540.616	2.411	n	134.1	4.0	-1.7
1397773540.737	2.425	n	134.1	4.0	-2.1
1397773540.863	2.440	n	134.1	4.1	-2.5
1397773540.983	2.454	n	134.2	4.1	-3.0
1397773541.083	2.469	n	134.4	4.2	-3.3
1397773541.196	2.477	n	134.5	4.4	-3.6
1397773541.315	2.481	n	135.0	4.5	-3.8
1397773541.423	2.499	n	136.3	4.7	-3.9
1397773541.546	2.514	n	137.3	5.1	-3.8
1397773541.652	2.532	n	136.9	5.7	-3.5
1397773541.764	2.538	n	135.9	6.3	-3.1
1397773541.884	2.555	n	136.3	7.0	-2.6
1397773542.002	2.577	n	136.9	7.9	-2.0
1397773542.116	2.591	n	136.0	8.9	-1.2
1397773542.233	2.617	n	135.2	9.8	-0.4
1397773542.355	2.633	n	135.5	10.6	0.3
1397773542.485	2.653	n	135.7	11.4	0.9
1397773542.595	2.673	n	134.6	11.9	1.3
1397773542.715	2.686	n	133.1	12.3	1.3
1397773542.835	2.705	n	132.2	12.5	1.0
1397773542.958	2.722	n	132.1	12.5	0.4
1397773543.078	2.729	y	132.2	12.4	-0.4
1397773543.199	2.749	n	132.0	12.1	-1.5
1397773543.320	2.767	n	131.2	11.8	-2.6
1397773543.439	2.788	n	130.3	11.3	-3.6
1397773543.553	2.810	n	129.8	10.8	-4.7
1397773543.677	2.833	n	130.0	10.2	-5.5
1397773543.795	2.863	n	131.2	9.6	-5.9
1397773543.897	2.891	n	132.2	9.0	-6.1
1397773544.010	2.900	n	131.6	8.3	-5.8
1397773544.126	2.932	n	131.6	7.6	-5.2
1397773544.240	2.964	n	132.7	7.1	-4.3
1397773544.359	2.994	n	132.5	6.6	-3.3
1397773544.469	3.018	n	133.0	6.2	-2.1
1397773544.588	3.043	n	133.5	5.6	-0.8
1397773544.703	3.049	n	132.7	5.3	0.3
1397773544.821	3.077	n	133.2	5.0	1.3
1397773544.940	3.098	n	133.8	4.9	2.1
1397773545.054	3.119	n	133.1	5.1	2.6
1397773545.172	3.136	n	133.2	5.5	2.6
1397773545.296	3.161	n	133.1	5.9	2.3
1397773545.420	3.181	n	132.5	6.5	1.6
1397773545.523	3.207	n	132.2	7.2	0.9
1397773545.640	3.220	n	131.3	8.0	-0.1
1397773545.758	3.244	n	131.4	8.6	-1.4
1397773545.877	3.275	n	131.6	8.8	-2.8
1397773545.990	3.305	n	131.1	9.1	-4.0
1397773546.108	3.332	n	131.1	9.3	-5.1
1397773546.214	3.357	n	132.3	9.3	-6.2
1397773546.328	3.370	n	132.8	9.3	-7.0
1397773546.441	3.403	n	131.5	9.4	-7.5
1397773546.554	3.435	n	130.9	9.3	-7.8
1397773546.672	3.471	n	131.4	9.2	-7.8
1397773546.794	3.505	n	131.8	9.3	-7.5
1397773546.894	3.525	n	132.6	9.3	-7.1
1397773547.008	3.562	n	133.6	9.4	-6.5
1397773547.127	3.600	n	133.5	9.5	-5.8
1397773547.242	3.640	n	133.1	9.7	-5.1
1397773547.357	3.680	n	133.6	9.9	-4.4
1397773547.464	3.719	n	133.3	10.1	-3.8
1397773547.583	3.760	n	133.1	10.5	-3.0
1397773547.702	3.779	n	132.6	10.7	-2.6
1397773547.823	3.815	n	132.0	10.8	-2.2
1397773547.945	3.853	n	132.4	11.0	-1.8
1397773548.092	3.903	y	131.7	11.1	-1.7
1397773548.189	3.915	n	130.4	11.1	-1.7
1397773548.315	3.946	n	129.2	10.9	-1.9
1397773548.429	3.975	n	128.7	10.4	-2.4
1397773548.550	3.999	n	128.8	9.8	-2.8
1397773548.672	4.027	n	129.0	9.1	-3.2
1397773548.771	4.051	n	129.3	8.3	-3.6
1397773548.886	4.060	n	128.5	7.5	-3.9
1397773549.003	4.086	n	127.7	6.6	-4.3
1397773549.115	4.112	n	128.4	5.9	-4.5
1397773549.234	4.134	n	128.3	5.3	-4.8
1397773549.337	4.157	n	127.7	4.8	-5.0
1397773549.453	4.170	n	128.6	4.4	-5.1
1397773549.565	4.193	n	129.0	4.1	-5.1
1397773549.678	4.216	n	128.1	4.1	-5.2
1397773549.798	4.235	n	128.4	4.2	-5.3
1397773549.905	4.247	n	129.0	4.5	-5.3
1397773550.018	4.257	n	128.3	4.9	-5.4
1397773550.133	4.278	n	128.6	5.2	-5.4
1397773550.253	4.291	n	129.3	5.5	-5.3
1397773550.364	4.309	n	128.5	5.9	-5.3
1397773550.486	4.328	n	128.5	6.2	-5.2
1397773550.585	4.351	n	129.3	6.5	-5.2
1397773550.699	4.363	n	128.8	6.7	-5.1
1397773550.814	4.382	n	128.3	6.9	-5.0
1397773550.930	4.406	n	129.2	7.0	-4.9
1397773551.048	4.429	n	129.5	7.0	-4.8
1397773551.153	4.450	n	128.4	7.0	-4.6
1397773551.266	4.463	n	127.9	6.9	-4.4
1397773551.380	4.482	n	128.7	6.7	-4.3
1397773551.501	4.500	n	129.0	6.6	-4.1
1397773551.607	4.521	n	128.0	6.5	-3.8
1397773551.732	4.543	n	127.4	6.3	-3.6
1397773551.833	4.552	n	127.9	6.0	-3.4
1397773551.947	4.571	n	128.6	5.8	-3.3
1397773552.065	4.589	n	128.2	5.7	-3.2
1397773552.178	4.609	n	127.1	5.6	-3.2
1397773552.297	4.626	n	126.3	5.6	-3.2
1397773552.403	4.643	n	125.9	5.7	-3.4
1397773552.515	4.653	n	126.2	5.8	-3.7
1397773552.628	4.668	n	126.7	5.9	-3.9
1397773552.741	4.680	n	126.8	6.1	-4.1
1397773552.861	4.694	n	126.4	6.2	-4.5
1397773552.969	4.709	n	125.7	6.3	-4.8
1397773553.093	4.714	y	125.1	6.3	-5.1
1397773553.196	4.724	n	124.6	6.4	-5.4
1397773553.315	4.737	n	124.3	6.3	-5.6
1397773553.428	4.750	n	124.3	6.2	-5.7
1397773553.547	4.759	n	124.5	6.1	-5.8
1397773553.652	4.768	n	124.8	5.9	-5.8
1397773553.765	4.773	n	125.2	5.6	-5.7
1397773553.886	4.784	n	125.8	5.3	-5.5
1397773553.991	4.796	n	126.2	4.9	-5.2
1397773554.110	4.805	n	126.5	4.6	-4.8
1397773554.218	4.814	n	126.9	4.3	-4.5
1397773554.331	4.819	n	127.1	3.9	-4.1
1397773554.446	4.832	n	126.8	3.6	-3.5
1397773554.564	4.841	n	126.4	3.3	-3.1
1397773554.677	4.848	n	125.9	3.2	-2.7
1397773554.797	4.866	n	125.6	3.2	-2.3
1397773554.911	4.869	n	125.4	3.2	-2.0
1397773555.028	4.880	n	125.5	3.5	-1.7
1397773555.146	4.891	n	125.8	3.7	-1.7
1397773555.266	4.896	n	126.4	4.1	-1.7
1397773555.384	4.905	n	126.4	4.7	-1.8
1397773555.503	4.922	n	125.5	5.2	-2.1
1397773555.616	4.938	n	125.1	5.9	-2.5
1397773555.735	4.954	n	125.1	6.5	-3.1
1397773555.858	4.968	n	124.6	7.1	-3.7
1397773555.957	4.984	n	124.3	7.6	-4.3
1397773556.071	5.005	n	123.3	8.3	-4.8
1397773556.190	5.028	n	122.2	8.7	-5.6
1397773556.301	5.057	n	120.6	9.1	-6.1
1397773556.420	5.085	n	119.6	9.6	-6.6
1397773556.524	5.114	n	121.2	9.9	-7.0
1397773556.641	5.132	n	120.6	10.1	-7.3
1397773556.758	5.160	n	120.1	10.2	-7.5
1397773556.884	5.189	n	120.4	10.3	-7.6
1397773556.991	5.229	n	119.3	10.2	-7.8
1397773557.113	5.263	n	120.0	10.2	-7.7
1397773557.233	5.296	n	118.7	10.1	-7.6
1397773557.339	5.333	n	118.9	9.8	-7.5
1397773557.453	5.353	n	119.3	9.6	-7.4
1397773557.565	5.391	n	119.2	9.2	-7.3
1397773557.678	5.430	n	118.8	8.8	-7.1
1397773557.796	5.470	n	119.1	8.4	-6.9
1397773557.907	5.507	n	120.3	7.9	-6.8
1397773558.020	5.541	y	118.3	7.4	-6.6
1397773558.147	5.585	n	117.5	6.8	-6.5
1397773558.252	5.602	n	118.7	6.3	-6.5
1397773558.364	5.636	n	119.2	5.8	-6.6
1397773558.482	5.675	n	118.9	5.3	-6.8
1397773558.589	5.712	n	119.5	5.0	-6.9
1397773558.703	5.730	n	121.1	4.7	-7.1
1397773558.816	5.766	n	120.6	4.5	-7.3
1397773558.946	5.803	n	120.8	4.4	-7.6
1397773559.046	5.843	n	121.5	4.3	-7.8
1397773559.170	5.876	n	121.0	4.3	-8.0
1397773559.271	5.914	n	121.8	4.4	-8.2
1397773559.383	5.932	n	122.1	4.5	-8.5
1397773559.502	5.966	n	122.0	4.6	-8.6
1397773559.611	5.998	n	121.6	4.9	-8.7
1397773559.734	6.034	n	121.7	5.1	-8.8
1397773559.839	6.067	n	122.1	5.3	-8.8
1397773559.952	6.083	n	122.0	5.7	-8.6
1397773560.065	6.115	n	121.7	5.7	-8.8
1397773560.178	6.147	n	121.8	5.8	-8.7
1397773560.298	6.179	n	121.3	6.0	-8.5
1397773560.407	6.211	n	121.0	6.1	-8.5
1397773560.520	6.242	n	121.7	6.0	-8.5
1397773560.633	6.259	n	120.8	5.8	-8.3
1397773560.753	6.287	n	120.2	5.6	-8.1
1397773560.866	6.318	n	121.0	5.4	-7.9
1397773560.986	6.345	n	121.0	5.2	-7.8
1397773561.087	6.372	n	120.0	5.0	-7.6
1397773561.202	6.383	n	119.2	4.7	-7.3
1397773561.315	6.410	n	119.4	4.3	-7.1
1397773561.429	6.433	n	120.0	3.9	-6.8
1397773561.545	6.453	n	120.2	3.6	-6.6
1397773561.656	6.475	n	120.1	3.3	-6.4
1397773561.771	6.497	n	120.0	3.0	-6.2
1397773561.889	6.503	n	119.8	2.7	-6.1
1397773562.005	6.525	n	119.5	2.5	-5.9
1397773562.126	6.535	n	118.8	2.4	-5.6
1397773562.240	6.548	n	117.6	2.2	-5.4
1397773562.360	6.563	n	117.1	2.1	-5.3
1397773562.484	6.572	n	117.6	2.1	-5.1
1397773562.594	6.578	n	117.5	2.1	-5.0
1397773562.713	6.589	n	116.5	2.0	-5.0
1397773562.829	6.591	n	116.2	2.0	-4.9
1397773562.947	6.593	n	116.9	1.9	-4.8
1397773563.065	6.598	n	116.2	1.9	-4.7
1397773563.235	6.596	y	115.5	2.0	-4.6
1397773563.300	6.599	n	115.9	2.0	-4.6
1397773563.422	6.599	n	115.4	2.0	-4.6
1397773563.547	6.602	n	114.4	2.0	-4.6
1397773563.656	6.606	n	115.0	2.0	-4.7
1397773563.773	6.599	n	115.0	2.0	-4.7
1397773563.891	6.598	n	114.1	2.0	-4.7
1397773564.008	6.598	n	114.0	2.1	-4.9
1397773564.127	6.599	n	114.5	2.2	-5.0
1397773564.252	6.599	n	114.3	2.2	-5.1
1397773564.363	6.601	n	113.3	2.3	-5.3
1397773564.485	6.601	n	112.5	2.4	-5.5
1397773564.609	6.608	n	112.3	2.6	-5.6
1397773564.715	6.608	n	112.4	2.7	-5.7
1397773564.834	6.612	n	112.6	2.7	-5.9
1397773564.951	6.616	n	112.8	2.8	-6.1
1397773565.070	6.621	n	112.7	2.8	-6.3
1397773565.189	6.629	n	112.3	2.9	-6.5
1397773565.314	6.641	n	111.7	3.0	-6.7
1397773565.424	6.647	n	110.9	3.0	-6.9
1397773565.547	6.660	n	110.2	3.0	-7.1
1397773565.652	6.674	n	110.0	3.0	-7.4
1397773565.765	6.677	n	110.6	3.0	-7.7
1397773565.887	6.695	n	110.9	3.0	-7.9
1397773565.992	6.715	n	110.0	3.0	-8.1
1397773566.110	6.733	n	110.0	3.0	-8.3
1397773566.229	6.756	n	110.3	2.9	-8.5
1397773566.359	6.782	n	109.4	2.7	-8.7
1397773566.464	6.808	n	109.5	2.7	-8.9
1397773566.583	6.836	n	110.1	2.7	-9.1
1397773566.699	6.849	n	109.3	2.7	-9.2
1397773566.817	6.877	n	109.1	2.8	-9.5
1397773566.945	6.911	n	109.7	2.8	-9.7
1397773567.065	6.943	n	109.1	2.7	-10.0
1397773567.178	6.976	n	109.1	2.7	-10.0
1397773567.301	7.010	n	109.2	2.8	-10.1
1397773567.422	7.044	n	108.5	2.9	-10.0
1397773567.546	7.080	n	109.0	2.9	-10.1
1397773567.670	7.116	n	108.5	2.8	-10.2
1397773567.796	7.149	n	108.3	2.6	-10.3
1397773567.909	7.190	n	109.0	2.6	-10.1
1397773568.026	7.229	n	108.6	2.7	-9.7
1397773568.143	7.252	n	108.2	2.7	-9.7
1397773568.295	7.308	y	107.9	2.5	-9.7
1397773568.379	7.330	n	107.7	2.4	-9.5
1397773568.503	7.372	n	107.4	2.1	-9.4
1397773568.615	7.415	n	106.2	2.1	-9.2
1397773568.735	7.456	n	105.9	2.0	-9.2
1397773568.857	7.496	n	106.7	1.8	-9.1
1397773568.968	7.538	n	106.3	1.8	-8.9
1397773569.088	7.573	n	105.2	1.6	-8.9
1397773569.204	7.598	n	104.5	1.5	-8.9
1397773569.322	7.635	n	105.1	1.2	-9.1
1397773569.440	7.675	n	105.5	0.8	-9.3
1397773569.564	7.717	n	104.9	0.7	-9.3
1397773569.677	7.754	n	103.9	0.4	-9.6
1397773569.798	7.792	n	103.4	0.2	-9.7
1397773569.941	7.834	n	103.8	-0.1	-9.9
1397773570.046	7.872	n	104.0	-0.4	-10.1
1397773570.171	7.909	n	103.7	-0.6	-10.1
1397773570.282	7.954	n	103.9	-0.9	-10.3
1397773570.403	7.988	n	103.5	-1.1	-10.3
1397773570.526	8.029	n	102.8	-1.3	-10.4
1397773570.648	8.068	n	103.5	-1.8	-10.7
1397773570.771	8.108	n	104.1	-2.0	-10.7
1397773570.893	8.129	n	103.2	-1.9	-10.5
1397773571.013	8.169	n	102.7	-1.9	-10.5
1397773571.135	8.205	n	103.0	-2.0	-10.5
1397773571.259	8.247	n	103.9	-2.0	-10.5
1397773571.378	8.283	n	104.6	-2.1	-10.6
1397773571.502	8.320	n	104.4	-2.1	-10.4
1397773571.628	8.352	n	104.1	-1.9	-10.3
1397773571.753	8.384	n	104.1	-1.9	-10.2
1397773571.866	8.417	n	103.9	-1.8	-9.9
1397773571.989	8.445	n	103.9	-1.6	-9.8
1397773572.110	8.470	n	104.2	-1.6	-9.7
1397773572.219	8.499	n	104.3	-1.5	-9.5
1397773572.337	8.528	n	104.4	-1.4	-9.3
1397773572.454	8.538	n	104.4	-1.4	-9.1
1397773572.573	8.561	n	104.6	-1.3	-8.8
1397773572.691	8.589	n	104.9	-1.1	-8.6
1397773572.815	8.613	n	104.8	-0.9	-8.3
1397773572.943	8.630	n	104.2	-0.8	-7.9
1397773573.052	8.649	n	103.5	-0.8	-7.6
1397773573.171	8.669	n	103.9	-0.7	-7.4
1397773573.297	8.684	n	104.7	-0.7	-7.2
1397773573.409	8.690	y	104.6	-0.6	-6.9
1397773573.522	8.708	n	103.8	-0.6	-6.7
1397773573.640	8.712	n	103.7	-0.6	-6.5
1397773573.759	8.727	n	104.7	-0.6	-6.2
1397773573.877	8.735	n	104.8	-0.5	-6.0
1397773574.003	8.746	n	104.1	-0.5	-5.9
1397773574.116	8.753	n	104.4	-0.5	-5.8
1397773574.238	8.761	n	105.2	-0.5	-5.7
1397773574.351	8.766	n	104.7	-0.5	-5.8
1397773574.470	8.770	n	104.2	-0.4	-5.9
1397773574.588	8.773	n	105.1	-0.4	-5.9
1397773574.708	8.784	n	105.6	-0.3	-6.0
1397773574.825	8.781	n	105.0	-0.3	-6.1
1397773574.944	8.791	n	104.8	-0.2	-6.3
1397773575.066	8.797	n	105.8	0.0	-6.7
1397773575.189	8.804	n	106.3	0.1	-7.0
1397773575.300	8.811	n	105.6	0.3	-7.2
1397773575.423	8.821	n	105.2	0.4	-7.6
1397773575.547	8.825	n	105.6	0.6	-7.8
1397773575.655	8.837	n	106.4	0.9	-8.0
1397773575.772	8.847	n	107.2	1.0	-8.2
1397773575.896	8.853	n	107.4	1.4	-8.3
1397773576.008	8.867	n	107.4	1.5	-8.4
1397773576.128	8.881	n	107.3	1.7	-8.4
1397773576.253	8.892	n	107.0	2.0	-8.3
1397773576.362	8.905	n	107.1	2.1	-8.2
1397773576.482	8.926	n	107.4	2.3	-8.1
1397773576.604	8.945	n	107.8	2.4	-7.9
1397773576.716	8.962	n	108.2	2.5	-7.7
1397773576.834	8.983	n	108.4	2.5	-7.5
1397773576.952	8.992	n	108.1	2.5	-7.3
1397773577.071	9.018	n	107.4	2.5	-7.2
1397773577.190	9.040	n	107.0	2.5	-7.1
1397773577.315	9.067	n	107.6	2.6	-7.0
1397773577.424	9.092	n	108.4	2.6	-6.9
1397773577.547	9.120	n	108.0	2.7	-6.9
1397773577.670	9.149	n	107.6	2.8	-6.9
1397773577.778	9.179	n	108.5	2.8	-7.1
1397773577.900	9.208	n	108.3	2.8	-7.3
1397773578.016	9.224	n	108.1	2.8	-7.5
1397773578.131	9.254	n	108.3	3.0	-7.6
1397773578.253	9.289	n	108.5	3.2	-7.7
1397773578.359	9.320	y	108.7	3.3	-8.0
1397773578.473	9.352	n	108.9	3.1	-8.4
1397773578.589	9.383	n	109.1	3.2	-8.5
1397773578.703	9.402	n	109.1	3.2	-8.8
1397773578.815	9.437	n	108.9	3.2	-9.1
1397773578.944	9.472	n	108.2	3.1	-9.2
1397773579.047	9.503	n	108.2	3.1	-9.3
1397773579.172	9.539	n	109.2	3.0	-9.6
1397773579.278	9.575	n	109.3	2.8	-9.9
1397773579.397	9.613	n	108.9	2.8	-10.0
1397773579.519	9.634	n	109.4	2.6	-10.2
1397773579.642	9.669	n	109.5	2.5	-10.2
1397773579.762	9.711	n	109.7	2.5	-10.2
1397773579.885	9.741	n	110.0	2.2	-10.5
1397773580.004	9.780	n	110.1	2.2	-10.5
1397773580.129	9.820	n	110.4	2.4	-10.1
1397773580.255	9.855	n	110.0	2.2	-10.4
1397773580.369	9.891	n	110.1	2.0	-10.5
1397773580.491	9.926	n	110.8	2.0	-10.2
1397773580.615	9.957	n	110.4	2.1	-10.0
1397773580.736	9.992	n	109.7	2.3	-9.6
1397773580.860	10.027	n	110.3	2.4	-9.4
1397773580.967	10.056	n	110.7	2.2	-9.5
1397773581.086	10.092	n	109.7	2.1	-9.3
1397773581.202	10.111	n	109.7	2.1	-8.9
1397773581.320	10.141	n	110.3	2.1	-8.7
1397773581.442	10.172	n	109.3	2.2	-8.5
1397773581.556	10.206	n	108.7	2.1	-8.4
1397773581.675	10.232	n	109.4	2.0	-8.2
1397773581.800	10.263	n	109.4	1.9	-8.1
1397773581.912	10.291	n	108.3	1.7	-8.0
1397773582.029	10.318	n	107.6	1.5	-7.8
1397773582.145	10.333	n	107.9	1.4	-7.7
1397773582.263	10.356	n	108.4	1.2	-7.6
1397773582.382	10.384	n	108.3	1.1	-7.6
1397773582.504	10.403	n	107.5	1.0	-7.6
1397773582.618	10.426	n	106.6	0.9	-7.6
1397773582.737	10.445	n	106.2	0.7	-7.6
1397773582.861	10.469	n	106.4	0.6	-7.5
1397773582.974	10.490	n	106.9	0.4	-7.6
1397773583.092	10.509	n	107.3	0.3	-7.6
1397773583.211	10.532	n	107.2	0.2	-7.6
1397773583.330	10.541	n	106.9	0.0	-7.6
1397773583.448	10.560	n	106.3	0.0	-7.6
1397773583.574	10.583	y	105.8	0.0	-7.7
1397773583.691	10.604	n	105.4	-0.1	-7.7
1397773583.805	10.622	n	105.1	-0.1	-7.7
1397773583.944	10.648	n	104.9	-0.1	-7.8
1397773584.048	10.669	n	104.7	-0.1	-7.7
1397773584.172	10.689	n	104.6	0.0	-7.8
1397773584.281	10.709	n	104.5	0.0	-7.8
1397773584.400	10.726	n	104.5	0.0	-7.8
1397773584.519	10.736	n	104.4	0.1	-7.7
1397773584.637	10.752	n	104.4	0.1	-7.7
