Source File: D:\Storage\Programs\OOI\Group 5\Correspondence\07_18_14 sample files\files\11079364.WC
Processed: 07/18/2014 17:47:39
Using Version: 1.11
Device: SBE
Start Date: 04/17/2014
Timestamp (s)	Suspect Timestamp	Pressure (dbar)	Velocity (m/s)
1397773796.407	n	10.886	-0.016
1397773796.547	y	10.887	-0.012
1397773796.559	n	10.884	-0.016
1397773796.599	n	10.884	-0.014
1397773796.657	n	10.886	-0.008
1397773796.726	n	10.883	-0.014
1397773796.788	n	10.881	-0.016
1397773796.851	n	10.878	-0.020
1397773796.907	n	10.876	-0.022
1397773796.973	n	10.872	-0.028
1397773797.032	n	10.871	-0.026
1397773797.094	n	10.868	-0.028
1397773797.167	n	10.865	-0.030
1397773797.219	n	10.865	-0.026
1397773797.291	n	10.861	-0.030
1397773797.344	n	10.856	-0.036
1397773797.410	n	10.856	-0.032
1397773797.469	n	10.856	-0.028
1397773797.541	n	10.852	-0.032
1397773797.595	n	10.850	-0.032
1397773797.658	n	10.845	-0.038
1397773797.720	n	10.841	-0.042
1397773797.790	n	10.839	-0.040
1397773797.844	n	10.836	-0.042
1397773797.914	n	10.834	-0.040
1397773797.969	n	10.833	-0.038
1397773798.038	n	10.832	-0.036
1397773798.095	n	10.827	-0.042
1397773798.158	n	10.825	-0.040
1397773798.219	n	10.821	-0.044
1397773798.282	n	10.820	-0.040
1397773798.345	n	10.817	-0.042
1397773798.413	n	10.814	-0.042
1397773798.469	n	10.811	-0.042
1397773798.537	n	10.808	-0.042
1397773798.594	n	10.800	-0.052
1397773798.663	n	10.799	-0.048
1397773798.719	n	10.795	-0.050
1397773798.792	n	10.790	-0.054
1397773798.844	n	10.787	-0.054
1397773798.913	n	10.783	-0.056
1397773798.970	n	10.778	-0.060
1397773799.039	n	10.773	-0.062
1397773799.094	n	10.769	-0.062
1397773799.161	n	10.763	-0.066
1397773799.220	n	10.759	-0.066
1397773799.283	n	10.759	-0.058
1397773799.353	n	10.752	-0.064
1397773799.407	n	10.748	-0.064
1397773799.478	n	10.742	-0.068
1397773799.532	n	10.736	-0.072
1397773799.603	n	10.729	-0.078
1397773799.657	n	10.727	-0.072
1397773799.729	n	10.720	-0.078
1397773799.791	n	10.715	-0.078
1397773799.853	n	10.709	-0.080
1397773799.907	n	10.704	-0.080
1397773799.977	n	10.697	-0.084
1397773800.031	n	10.691	-0.086
1397773800.100	n	10.685	-0.088
1397773800.157	n	10.682	-0.084
1397773800.220	n	10.673	-0.092
1397773800.282	n	10.665	-0.096
1397773800.352	n	10.657	-0.100
1397773800.406	n	10.647	-0.108
1397773800.475	n	10.646	-0.096
1397773800.532	n	10.640	-0.096
1397773800.602	n	10.630	-0.104
1397773800.656	n	10.622	-0.108
1397773800.724	n	10.615	-0.108
1397773800.781	n	10.604	-0.116
1397773800.852	n	10.597	-0.116
1397773800.907	n	10.589	-0.118
1397773800.977	n	10.581	-0.120
1397773801.031	n	10.572	-0.124
1397773801.100	n	10.564	-0.124
1397773801.157	n	10.555	-0.126
1397773801.224	n	10.548	-0.124
1397773801.281	n	10.539	-0.126
1397773801.350	n	10.531	-0.126
1397773801.407	n	10.523	-0.126
1397773801.525	y	10.514	-0.128
1397773801.537	n	10.503	-0.134
1397773801.594	n	10.493	-0.139
1397773801.665	n	10.488	-0.130
1397773801.719	n	10.475	-0.141
1397773801.801	n	10.467	-0.137
1397773801.852	n	10.460	-0.134
1397773801.916	n	10.447	-0.144
1397773801.968	n	10.440	-0.141
1397773802.041	n	10.433	-0.136
1397773802.095	n	10.422	-0.143
1397773802.165	n	10.411	-0.146
1397773802.220	n	10.407	-0.137
1397773802.289	n	10.398	-0.138
1397773802.344	n	10.386	-0.145
1397773802.413	n	10.378	-0.142
1397773802.470	n	10.366	-0.149
1397773802.538	n	10.361	-0.140
1397773802.594	n	10.355	-0.135
1397773802.664	n	10.346	-0.136
1397773802.719	n	10.339	-0.135
1397773802.782	n	10.329	-0.139
1397773802.845	n	10.322	-0.134
1397773802.914	n	10.318	-0.126
1397773802.970	n	10.309	-0.128
1397773803.037	n	10.300	-0.130
1397773803.094	n	10.292	-0.130
1397773803.163	n	10.284	-0.130
1397773803.219	n	10.277	-0.128
1397773803.288	n	10.270	-0.126
1397773803.344	n	10.263	-0.124
1397773803.412	n	10.259	-0.116
1397773803.469	n	10.252	-0.116
1397773803.537	n	10.242	-0.122
1397773803.594	n	10.234	-0.122
1397773803.662	n	10.225	-0.124
1397773803.719	n	10.222	-0.114
1397773803.783	n	10.213	-0.118
1397773803.847	n	10.209	-0.112
1397773803.909	n	10.199	-0.118
1397773803.978	n	10.192	-0.118
1397773804.031	n	10.189	-0.110
1397773804.101	n	10.182	-0.110
1397773804.156	n	10.175	-0.110
1397773804.218	n	10.170	-0.106
1397773804.281	n	10.165	-0.102
1397773804.343	n	10.160	-0.100
1397773804.406	n	10.149	-0.110
1397773804.477	n	10.147	-0.100
1397773804.531	n	10.141	-0.100
1397773804.603	n	10.134	-0.102
1397773804.656	n	10.133	-0.092
1397773804.726	n	10.128	-0.090
1397773804.781	n	10.123	-0.088
1397773804.857	n	10.116	-0.092
1397773804.909	n	10.109	-0.094
1397773804.969	n	10.107	-0.086
1397773805.031	n	10.101	-0.088
1397773805.100	n	10.095	-0.090
1397773805.156	n	10.094	-0.080
1397773805.225	n	10.088	-0.082
1397773805.281	n	10.088	-0.072
1397773805.351	n	10.081	-0.078
1397773805.406	n	10.077	-0.076
1397773805.475	n	10.073	-0.074
1397773805.531	n	10.069	-0.072
1397773805.600	n	10.065	-0.072
1397773805.656	n	10.061	-0.072
1397773805.725	n	10.057	-0.072
1397773805.781	n	10.054	-0.070
1397773805.858	n	10.048	-0.074
1397773805.910	n	10.046	-0.068
1397773805.972	n	10.043	-0.066
1397773806.041	n	10.038	-0.068
1397773806.094	n	10.038	-0.060
1397773806.166	n	10.032	-0.064
1397773806.219	n	10.029	-0.062
1397773806.291	n	10.030	-0.052
1397773806.343	n	10.025	-0.056
1397773806.416	n	10.021	-0.058
1397773806.469	n	10.020	-0.052
1397773806.553	y	10.018	-0.050
1397773806.602	n	10.012	-0.056
1397773806.664	n	10.012	-0.050
1397773806.718	n	10.012	-0.044
1397773806.784	n	10.009	-0.044
1397773806.850	n	10.005	-0.046
1397773806.913	n	10.001	-0.048
1397773806.968	n	10.000	-0.044
1397773807.039	n	9.997	-0.044
1397773807.093	n	9.995	-0.042
1397773807.162	n	9.993	-0.040
1397773807.219	n	9.990	-0.042
1397773807.289	n	9.983	-0.050
1397773807.344	n	9.983	-0.044
1397773807.413	n	9.980	-0.044
1397773807.469	n	9.974	-0.050
1397773807.538	n	9.968	-0.056
1397773807.593	n	9.964	-0.058
1397773807.662	n	9.962	-0.054
1397773807.719	n	9.954	-0.064
1397773807.787	n	9.950	-0.064
1397773807.850	n	9.946	-0.064
1397773807.912	n	9.940	-0.068
1397773807.969	n	9.937	-0.066
1397773808.036	n	9.932	-0.068
1397773808.093	n	9.931	-0.062
1397773808.158	n	9.925	-0.066
1397773808.228	n	9.917	-0.074
1397773808.281	n	9.912	-0.074
1397773808.343	n	9.908	-0.072
1397773808.406	n	9.904	-0.072
1397773808.468	n	9.900	-0.072
1397773808.531	n	9.896	-0.072
1397773808.603	n	9.891	-0.074
1397773808.656	n	9.887	-0.072
1397773808.728	n	9.880	-0.078
1397773808.782	n	9.873	-0.082
1397773808.858	n	9.868	-0.082
1397773808.909	n	9.868	-0.072
1397773808.975	n	9.865	-0.070
1397773809.031	n	9.859	-0.074
1397773809.101	n	9.851	-0.080
1397773809.156	n	9.844	-0.084
1397773809.226	n	9.835	-0.092
1397773809.281	n	9.833	-0.084
1397773809.350	n	9.825	-0.090
1397773809.406	n	9.821	-0.086
1397773809.473	n	9.816	-0.086
1397773809.531	n	9.810	-0.088
1397773809.599	n	9.808	-0.082
1397773809.656	n	9.803	-0.082
1397773809.725	n	9.793	-0.092
1397773809.781	n	9.790	-0.086
1397773809.843	n	9.785	-0.086
1397773809.910	n	9.777	-0.092
1397773809.974	n	9.772	-0.090
1397773810.031	n	9.767	-0.088
1397773810.099	n	9.758	-0.096
1397773810.156	n	9.753	-0.094
1397773810.224	n	9.750	-0.088
1397773810.281	n	9.745	-0.088
1397773810.346	n	9.741	-0.086
1397773810.406	n	9.735	-0.088
1397773810.468	n	9.730	-0.088
1397773810.541	n	9.726	-0.086
1397773810.594	n	9.721	-0.086
1397773810.666	n	9.716	-0.086
1397773810.718	n	9.711	-0.086
1397773810.791	n	9.704	-0.090
1397773810.844	n	9.698	-0.090
1397773810.916	n	9.695	-0.084
1397773810.968	n	9.688	-0.088
1397773811.041	n	9.683	-0.088
1397773811.093	n	9.678	-0.088
1397773811.164	n	9.670	-0.094
1397773811.218	n	9.669	-0.084
1397773811.290	n	9.660	-0.092
1397773811.343	n	9.653	-0.094
1397773811.414	n	9.646	-0.096
1397773811.468	n	9.642	-0.092
1397773811.571	y	9.636	-0.092
1397773811.595	n	9.627	-0.098
1397773811.656	n	9.625	-0.090
1397773811.719	n	9.616	-0.096
1397773811.788	n	9.609	-0.098
1397773811.851	n	9.602	-0.100
1397773811.915	n	9.600	-0.092
1397773811.969	n	9.594	-0.092
1397773812.032	n	9.589	-0.090
1397773812.094	n	9.585	-0.086
1397773812.160	n	9.578	-0.090
1397773812.219	n	9.573	-0.088
1397773812.287	n	9.569	-0.086
1397773812.343	n	9.561	-0.092
1397773812.412	n	9.555	-0.092
1397773812.468	n	9.553	-0.084
1397773812.535	n	9.547	-0.086
1397773812.593	n	9.545	-0.080
1397773812.658	n	9.537	-0.086
1397773812.718	n	9.526	-0.098
1397773812.781	n	9.523	-0.092
1397773812.850	n	9.514	-0.098
1397773812.911	n	9.512	-0.090
1397773812.978	n	9.506	-0.090
1397773813.030	n	9.502	-0.086
1397773813.103	n	9.494	-0.092
1397773813.156	n	9.490	-0.088
1397773813.218	n	9.484	-0.090
1397773813.281	n	9.480	-0.086
1397773813.352	n	9.478	-0.080
1397773813.406	n	9.471	-0.084
1397773813.476	n	9.469	-0.078
1397773813.531	n	9.464	-0.078
1397773813.601	n	9.464	-0.068
1397773813.656	n	9.460	-0.068
1397773813.721	n	9.460	-0.060
1397773813.781	n	9.456	-0.060
1397773813.855	n	9.456	-0.052
1397773813.906	n	9.452	-0.054
1397773813.976	n	9.447	-0.058
1397773814.030	n	9.446	-0.052
1397773814.094	n	9.441	-0.056
1397773814.156	n	9.439	-0.054
1397773814.225	n	9.438	-0.050
1397773814.281	n	9.432	-0.056
1397773814.350	n	9.430	-0.054
1397773814.406	n	9.425	-0.058
1397773814.473	n	9.425	-0.050
1397773814.531	n	9.419	-0.056
1397773814.599	n	9.416	-0.056
1397773814.656	n	9.414	-0.054
1397773814.723	n	9.408	-0.060
1397773814.781	n	9.404	-0.060
1397773814.853	n	9.400	-0.060
1397773814.906	n	9.398	-0.056
1397773814.969	n	9.393	-0.060
1397773815.041	n	9.392	-0.054
1397773815.094	n	9.391	-0.050
1397773815.166	n	9.388	-0.050
1397773815.219	n	9.383	-0.054
1397773815.290	n	9.379	-0.056
1397773815.344	n	9.377	-0.054
1397773815.409	n	9.376	-0.050
1397773815.469	n	9.373	-0.050
1397773815.540	n	9.372	-0.046
1397773815.594	n	9.367	-0.050
1397773815.663	n	9.362	-0.054
1397773815.719	n	9.360	-0.052
1397773815.789	n	9.359	-0.048
1397773815.852	n	9.353	-0.054
1397773815.915	n	9.349	-0.056
1397773815.969	n	9.345	-0.058
1397773816.038	n	9.340	-0.060
1397773816.094	n	9.338	-0.056
1397773816.165	n	9.337	-0.052
1397773816.219	n	9.331	-0.058
1397773816.287	n	9.330	-0.052
1397773816.344	n	9.329	-0.048
1397773816.415	n	9.324	-0.052
1397773816.469	n	9.321	-0.052
1397773816.610	y	9.316	-0.056
1397773816.622	n	9.315	-0.052
1397773816.671	n	9.310	-0.056
1397773816.722	n	9.304	-0.063
1397773816.786	n	9.301	-0.061
1397773816.851	n	9.300	-0.055
1397773816.912	n	9.295	-0.059
1397773816.969	n	9.291	-0.059
1397773817.031	n	9.287	-0.059
1397773817.094	n	9.285	-0.055
1397773817.156	n	9.283	-0.053
1397773817.218	n	9.279	-0.055
1397773817.282	n	9.277	-0.053
1397773817.353	n	9.276	-0.048
1397773817.406	n	9.273	-0.049
1397773817.472	n	9.271	-0.046
1397773817.532	n	9.268	-0.046
1397773817.604	n	9.265	-0.046
1397773817.657	n	9.260	-0.050
1397773817.728	n	9.258	-0.048
1397773817.781	n	9.256	-0.046
1397773817.858	n	9.253	-0.046
1397773817.910	n	9.244	-0.058
1397773817.975	n	9.244	-0.050
1397773818.031	n	9.243	-0.046
1397773818.100	n	9.239	-0.048
1397773818.156	n	9.235	-0.050
1397773818.227	n	9.234	-0.046
1397773818.281	n	9.232	-0.044
1397773818.350	n	9.226	-0.050
1397773818.406	n	9.224	-0.048
1397773818.475	n	9.219	-0.052
1397773818.532	n	9.216	-0.052
1397773818.600	n	9.212	-0.054
1397773818.656	n	9.207	-0.058
1397773818.719	n	9.205	-0.054
1397773818.782	n	9.202	-0.054
1397773818.858	n	9.200	-0.052
1397773818.910	n	9.197	-0.052
1397773818.973	n	9.191	-0.058
1397773819.031	n	9.188	-0.056
1397773819.099	n	9.185	-0.056
1397773819.156	n	9.179	-0.062
1397773819.223	n	9.177	-0.058
1397773819.281	n	9.167	-0.070
1397773819.346	n	9.162	-0.072
1397773819.407	n	9.160	-0.068
1397773819.469	n	9.156	-0.068
1397773819.541	n	9.153	-0.066
1397773819.594	n	9.155	-0.054
1397773819.666	n	9.149	-0.060
1397773819.719	n	9.143	-0.064
1397773819.791	n	9.143	-0.056
1397773819.849	n	9.141	-0.054
1397773819.916	n	9.134	-0.062
1397773819.969	n	9.130	-0.062
1397773820.040	n	9.130	-0.054
1397773820.094	n	9.124	-0.060
1397773820.163	n	9.121	-0.058
1397773820.219	n	9.116	-0.060
1397773820.289	n	9.114	-0.056
1397773820.344	n	9.108	-0.062
1397773820.415	n	9.101	-0.068
1397773820.469	n	9.097	-0.068
1397773820.538	n	9.095	-0.064
1397773820.594	n	9.089	-0.068
1397773820.658	n	9.083	-0.072
1397773820.719	n	9.081	-0.068
1397773820.787	n	9.076	-0.070
1397773820.850	n	9.069	-0.076
1397773820.914	n	9.064	-0.076
1397773820.969	n	9.057	-0.080
1397773821.040	n	9.051	-0.082
1397773821.094	n	9.046	-0.082
1397773821.156	n	9.043	-0.078
1397773821.219	n	9.036	-0.082
1397773821.287	n	9.029	-0.086
1397773821.343	n	9.018	-0.098
1397773821.410	n	9.014	-0.094
1397773821.469	n	9.011	-0.088
1397773821.535	n	9.002	-0.096
1397773821.625	y	8.996	-0.096
1397773821.656	n	8.988	-0.100
1397773821.719	n	8.979	-0.106
1397773821.781	n	8.977	-0.096
1397773821.851	n	8.968	-0.102
1397773821.913	n	8.961	-0.104
1397773821.978	n	8.955	-0.104
1397773822.031	n	8.949	-0.104
1397773822.103	n	8.939	-0.112
1397773822.156	n	8.933	-0.110
1397773822.229	n	8.926	-0.110
1397773822.282	n	8.919	-0.110
1397773822.352	n	8.913	-0.108
1397773822.406	n	8.905	-0.110
1397773822.476	n	8.895	-0.116
1397773822.531	n	8.886	-0.120
1397773822.602	n	8.875	-0.128
1397773822.657	n	8.868	-0.126
1397773822.726	n	8.860	-0.126
1397773822.781	n	8.853	-0.124
1397773822.844	n	8.842	-0.130
1397773822.911	n	8.838	-0.122
1397773822.977	n	8.829	-0.124
1397773823.031	n	8.823	-0.120
1397773823.100	n	8.814	-0.124
1397773823.156	n	8.804	-0.128
1397773823.227	n	8.799	-0.122
1397773823.281	n	8.793	-0.118
1397773823.350	n	8.786	-0.118
1397773823.406	n	8.780	-0.116
1397773823.474	n	8.771	-0.120
1397773823.531	n	8.761	-0.126
1397773823.598	n	8.753	-0.126
1397773823.656	n	8.747	-0.122
1397773823.724	n	8.740	-0.120
1397773823.781	n	8.734	-0.118
1397773823.855	n	8.724	-0.123
1397773823.906	n	8.718	-0.120
1397773823.969	n	8.707	-0.128
1397773824.041	n	8.699	-0.127
1397773824.094	n	8.695	-0.120
1397773824.160	n	8.690	-0.116
1397773824.218	n	8.684	-0.114
1397773824.281	n	8.677	-0.114
1397773824.344	n	8.668	-0.118
1397773824.416	n	8.664	-0.112
1397773824.468	n	8.659	-0.108
1397773824.541	n	8.654	-0.104
1397773824.594	n	8.649	-0.102
1397773824.664	n	8.642	-0.104
1397773824.719	n	8.636	-0.104
1397773824.788	n	8.631	-0.102
1397773824.846	n	8.626	-0.100
1397773824.914	n	8.619	-0.102
1397773824.968	n	8.616	-0.096
1397773825.039	n	8.608	-0.100
1397773825.093	n	8.604	-0.096
1397773825.162	n	8.603	-0.086
1397773825.218	n	8.601	-0.080
1397773825.282	n	8.597	-0.078
1397773825.344	n	8.593	-0.076
1397773825.415	n	8.588	-0.076
1397773825.468	n	8.581	-0.080
1397773825.539	n	8.581	-0.070
1397773825.593	n	8.579	-0.066
1397773825.663	n	8.579	-0.058
1397773825.718	n	8.577	-0.054
1397773825.786	n	8.573	-0.056
1397773825.850	n	8.567	-0.062
1397773825.911	n	8.567	-0.054
1397773825.968	n	8.562	-0.058
1397773826.035	n	8.560	-0.054
1397773826.094	n	8.556	-0.056
1397773826.156	n	8.556	-0.050
1397773826.228	n	8.553	-0.050
1397773826.281	n	8.548	-0.054
1397773826.343	n	8.547	-0.050
1397773826.406	n	8.543	-0.052
1397773826.472	n	8.540	-0.052
1397773826.531	n	8.539	-0.048
1397773826.603	n	8.535	-0.050
1397773826.688	y	8.530	-0.054
1397773826.719	n	8.531	-0.046
1397773826.781	n	8.526	-0.050
1397773826.843	n	8.526	-0.044
1397773826.911	n	8.524	-0.042
1397773826.977	n	8.520	-0.044
1397773827.031	n	8.516	-0.046
1397773827.100	n	8.515	-0.042
1397773827.156	n	8.513	-0.040
1397773827.226	n	8.508	-0.046
1397773827.281	n	8.507	-0.042
1397773827.353	n	8.502	-0.046
1397773827.406	n	8.502	-0.040
1397773827.475	n	8.499	-0.042
1397773827.531	n	8.494	-0.046
1397773827.597	n	8.491	-0.046
1397773827.656	n	8.486	-0.050
1397773827.728	n	8.483	-0.050
1397773827.781	n	8.481	-0.048
1397773827.857	n	8.475	-0.054
1397773827.909	n	8.475	-0.048
1397773827.973	n	8.471	-0.050
1397773828.031	n	8.468	-0.050
1397773828.098	n	8.465	-0.050
1397773828.156	n	8.463	-0.048
1397773828.223	n	8.459	-0.050
1397773828.281	n	8.454	-0.054
1397773828.345	n	8.452	-0.052
1397773828.406	n	8.450	-0.050
1397773828.468	n	8.448	-0.048
1397773828.531	n	8.448	-0.042
1397773828.593	n	8.442	-0.048
1397773828.666	n	8.437	-0.052
1397773828.719	n	8.436	-0.048
1397773828.791	n	8.438	-0.038
1397773828.851	n	8.437	-0.036
1397773828.916	n	8.432	-0.042
1397773828.969	n	8.430	-0.040
1397773829.039	n	8.427	-0.042
1397773829.094	n	8.422	-0.046
1397773829.165	n	8.419	-0.046
1397773829.219	n	8.417	-0.044
1397773829.288	n	8.416	-0.040
1397773829.344	n	8.414	-0.040
1397773829.414	n	8.411	-0.042
1397773829.469	n	8.411	-0.036
1397773829.540	n	8.406	-0.042
1397773829.594	n	8.409	-0.030
1397773829.663	n	8.405	-0.034
1397773829.719	n	8.406	-0.028
1397773829.790	n	8.401	-0.034
1397773829.852	n	8.400	-0.032
1397773829.915	n	8.398	-0.032
1397773829.969	n	8.400	-0.024
1397773830.037	n	8.394	-0.034
1397773830.094	n	8.393	-0.032
1397773830.161	n	8.390	-0.034
1397773830.219	n	8.388	-0.034
1397773830.287	n	8.390	-0.026
1397773830.344	n	8.389	-0.024
1397773830.410	n	8.386	-0.028
1397773830.469	n	8.382	-0.032
1397773830.532	n	8.383	-0.026
1397773830.603	n	8.385	-0.018
1397773830.657	n	8.383	-0.020
1397773830.729	n	8.385	-0.014
1397773830.782	n	8.385	-0.012
1397773830.847	n	8.380	-0.020
1397773830.912	n	8.383	-0.012
1397773830.978	n	8.380	-0.016
1397773831.031	n	8.383	-0.008
1397773831.097	n	8.380	-0.014
1397773831.157	n	8.377	-0.018
1397773831.220	n	8.376	-0.018
1397773831.282	n	8.374	-0.020
1397773831.344	n	8.368	-0.030
1397773831.406	n	8.367	-0.028
1397773831.477	n	8.362	-0.034
1397773831.532	n	8.360	-0.034
1397773831.634	y	8.355	-0.040
1397773831.657	n	8.350	-0.046
1397773831.719	n	8.345	-0.050
1397773831.781	n	8.339	-0.056
1397773831.859	n	8.335	-0.058
1397773831.906	n	8.328	-0.064
1397773831.971	n	8.317	-0.078
1397773832.031	n	8.309	-0.084
1397773832.101	n	8.300	-0.092
1397773832.157	n	8.290	-0.100
1397773832.219	n	8.281	-0.106
1397773832.282	n	8.268	-0.118
1397773832.344	n	8.258	-0.124
1397773832.406	n	8.247	-0.130
1397773832.476	n	8.235	-0.138
1397773832.531	n	8.220	-0.150
1397773832.599	n	8.205	-0.162
1397773832.657	n	8.195	-0.162
1397773832.719	n	8.178	-0.176
1397773832.781	n	8.165	-0.180
1397773832.844	n	8.153	-0.182
1397773832.914	n	8.139	-0.187
1397773832.969	n	8.122	-0.198
1397773833.040	n	8.108	-0.201
1397773833.094	n	8.095	-0.202
1397773833.165	n	8.081	-0.203
1397773833.219	n	8.065	-0.210
1397773833.290	n	8.052	-0.209
1397773833.344	n	8.036	-0.216
1397773833.413	n	8.021	-0.220
1397773833.469	n	8.009	-0.216
1397773833.538	n	7.993	-0.221
1397773833.594	n	7.981	-0.218
1397773833.664	n	7.964	-0.223
1397773833.719	n	7.951	-0.222
1397773833.790	n	7.937	-0.221
1397773833.853	n	7.921	-0.225
1397773833.913	n	7.909	-0.222
1397773833.969	n	7.893	-0.226
1397773834.040	n	7.881	-0.221
1397773834.094	n	7.865	-0.226
1397773834.162	n	7.853	-0.222
1397773834.219	n	7.846	-0.208
1397773834.289	n	7.829	-0.216
1397773834.344	n	7.821	-0.206
1397773834.412	n	7.808	-0.206
1397773834.469	n	7.796	-0.204
1397773834.536	n	7.786	-0.198
1397773834.594	n	7.775	-0.196
1397773834.661	n	7.764	-0.194
1397773834.719	n	7.752	-0.194
1397773834.786	n	7.745	-0.184
1397773834.844	n	7.735	-0.182
1397773834.909	n	7.725	-0.180
1397773834.979	n	7.715	-0.177
1397773835.040	n	7.706	-0.173
1397773835.104	n	7.696	-0.171
1397773835.157	n	7.688	-0.166
1397773835.228	n	7.682	-0.157
1397773835.282	n	7.677	-0.148
1397773835.353	n	7.672	-0.140
1397773835.406	n	7.664	-0.138
1397773835.479	n	7.658	-0.132
1397773835.531	n	7.653	-0.126
1397773835.601	n	7.653	-0.110
1397773835.656	n	7.648	-0.106
1397773835.727	n	7.644	-0.100
1397773835.781	n	7.639	-0.098
1397773835.851	n	7.637	-0.090
1397773835.907	n	7.632	-0.088
1397773835.980	n	7.632	-0.078
1397773836.032	n	7.630	-0.072
1397773836.099	n	7.629	-0.066
1397773836.156	n	7.627	-0.062
1397773836.222	n	7.624	-0.060
1397773836.291	n	7.621	-0.058
1397773836.344	n	7.622	-0.048
1397773836.416	n	7.621	-0.044
1397773836.469	n	7.624	-0.032
1397773836.541	n	7.620	-0.036
1397773836.594	n	7.617	-0.038
1397773836.657	y	7.622	-0.024
1397773836.719	n	7.625	-0.016
1397773836.789	n	7.620	-0.024
1397773836.844	n	7.618	-0.026
1397773836.915	n	7.620	-0.018
1397773836.979	n	7.621	-0.014
1397773837.038	n	7.621	-0.012
1397773837.094	n	7.619	-0.014
1397773837.162	n	7.618	-0.014
1397773837.219	n	7.615	-0.018
1397773837.287	n	7.615	-0.016
1397773837.344	n	7.617	-0.010
1397773837.415	n	7.616	-0.010
1397773837.469	n	7.618	-0.004
1397773837.539	n	7.615	-0.010
1397773837.594	n	7.614	-0.010
1397773837.661	n	7.614	-0.008
1397773837.719	n	7.613	-0.010
1397773837.787	n	7.610	-0.014
1397773837.844	n	7.606	-0.020
1397773837.906	n	7.605	-0.020
1397773837.978	n	7.604	-0.020
1397773838.039	n	7.603	-0.020
1397773838.094	n	7.602	-0.020
1397773838.156	n	7.601	-0.020
1397773838.229	n	7.601	-0.018
1397773838.281	n	7.599	-0.020
1397773838.354	n	7.598	-0.020
1397773838.407	n	7.596	-0.022
1397773838.478	n	7.594	-0.024
1397773838.531	n	7.592	-0.026
1397773838.604	n	7.590	-0.026
1397773838.657	n	7.587	-0.028
1397773838.722	n	7.584	-0.030
1397773838.782	n	7.584	-0.026
1397773838.845	n	7.580	-0.030
1397773838.906	n	7.579	-0.028
1397773838.982	n	7.577	-0.028
1397773839.034	n	7.576	-0.026
1397773839.101	n	7.578	-0.018
1397773839.156	n	7.572	-0.028
1397773839.220	n	7.569	-0.030
1397773839.281	n	7.568	-0.028
1397773839.350	n	7.565	-0.030
1397773839.406	n	7.566	-0.024
1397773839.476	n	7.563	-0.028
1397773839.531	n	7.560	-0.030
1397773839.600	n	7.556	-0.034
1397773839.656	n	7.552	-0.038
1397773839.726	n	7.551	-0.036
1397773839.782	n	7.550	-0.034
1397773839.850	n	7.546	-0.038
1397773839.906	n	7.541	-0.044
1397773839.984	n	7.537	-0.046
1397773840.035	n	7.532	-0.050
1397773840.099	n	7.530	-0.048
1397773840.156	n	7.527	-0.048
1397773840.219	n	7.521	-0.054
1397773840.281	n	7.516	-0.058
1397773840.344	n	7.511	-0.060
1397773840.406	n	7.507	-0.060
1397773840.469	n	7.503	-0.060
1397773840.535	n	7.502	-0.054
1397773840.594	n	7.494	-0.064
1397773840.666	n	7.490	-0.064
1397773840.719	n	7.482	-0.072
1397773840.791	n	7.478	-0.072
1397773840.844	n	7.471	-0.078
1397773840.915	n	7.466	-0.078
1397773840.969	n	7.462	-0.076
1397773841.042	n	7.458	-0.074
1397773841.093	n	7.449	-0.082
1397773841.165	n	7.440	-0.090
1397773841.220	n	7.431	-0.096
1397773841.290	n	7.427	-0.092
1397773841.344	n	7.421	-0.092
1397773841.413	n	7.414	-0.094
1397773841.469	n	7.401	-0.108
1397773841.538	n	7.396	-0.104
1397773841.669	y	7.390	-0.104
1397773841.680	n	7.380	-0.112
1397773841.729	n	7.373	-0.113
1397773841.788	n	7.362	-0.121
1397773841.844	n	7.353	-0.125
1397773841.912	n	7.343	-0.129
1397773841.969	n	7.334	-0.131
1397773842.043	n	7.324	-0.134
1397773842.094	n	7.315	-0.137
1397773842.163	n	7.308	-0.135
1397773842.219	n	7.297	-0.141
1397773842.287	n	7.285	-0.147
1397773842.345	n	7.276	-0.147
1397773842.414	n	7.263	-0.155
1397773842.470	n	7.254	-0.153
1397773842.535	n	7.240	-0.163
1397773842.595	n	7.231	-0.161
1397773842.657	n	7.221	-0.161
1397773842.728	n	7.210	-0.162
1397773842.782	n	7.197	-0.169
1397773842.854	n	7.183	-0.176
1397773842.907	n	7.171	-0.179
1397773842.988	n	7.163	-0.171
1397773843.039	n	7.150	-0.176
1397773843.104	n	7.136	-0.182
1397773843.157	n	7.124	-0.185
1397773843.228	n	7.112	-0.186
1397773843.281	n	7.099	-0.189
1397773843.346	n	7.091	-0.181
1397773843.407	n	7.076	-0.189
1397773843.475	n	7.066	-0.184
1397773843.532	n	7.053	-0.189
1397773843.600	n	7.046	-0.178
1397773843.656	n	7.034	-0.181
1397773843.727	n	7.021	-0.184
1397773843.782	n	7.012	-0.181
1397773843.850	n	6.999	-0.184
1397773843.906	n	6.989	-0.183
1397773843.977	n	6.979	-0.180
1397773844.038	n	6.965	-0.186
1397773844.100	n	6.954	-0.184
1397773844.157	n	6.943	-0.185
1397773844.226	n	6.935	-0.178
1397773844.281	n	6.923	-0.181
1397773844.352	n	6.916	-0.172
1397773844.407	n	6.908	-0.167
1397773844.474	n	6.898	-0.166
