Source File: D:\Storage\Programs\OOI\Group 5\Correspondence\07_18_14 sample files\files\11079364.WC
Processed: 07/18/2014 17:47:39
Using Version: 1.11
Device: SBE
Start Date: 04/17/2014
Timestamp (s)	Suspect Timestamp	Pressure (dbar)	Velocity (m/s)
1397773571.368	n	8.283	0.307
1397773571.424	n	8.300	0.304
1397773571.490	n	8.320	0.306
1397773571.549	n	8.335	0.298
1397773571.617	n	8.352	0.293
1397773571.674	n	8.368	0.290
1397773571.740	n	8.384	0.286
1397773571.800	n	8.400	0.282
1397773571.866	n	8.417	0.280
1397773571.928	n	8.432	0.274
1397773571.988	n	8.445	0.266
1397773572.056	n	8.458	0.257
1397773572.111	n	8.470	0.250
1397773572.180	n	8.486	0.249
1397773572.236	n	8.499	0.244
1397773572.306	n	8.510	0.235
1397773572.361	n	8.528	0.242
1397773572.430	n	8.538	0.232
1397773572.486	n	8.550	0.226
1397773572.554	n	8.561	0.220
1397773572.611	n	8.576	0.222
1397773572.679	n	8.589	0.220
1397773572.737	n	8.602	0.218
1397773572.804	n	8.613	0.212
1397773572.861	n	8.620	0.200
1397773572.934	n	8.630	0.193
1397773572.986	n	8.640	0.190
1397773573.052	n	8.649	0.184
1397773573.120	n	8.658	0.177
1397773573.174	n	8.669	0.178
1397773573.244	n	8.678	0.174
1397773573.299	n	8.684	0.164
1397773573.398	y	8.690	0.156
1397773573.423	n	8.696	0.148
1397773573.486	n	8.706	0.150
1397773573.549	n	8.708	0.136
1397773573.617	n	8.712	0.126
1397773573.673	n	8.718	0.122
1397773573.740	n	8.727	0.124
1397773573.799	n	8.730	0.114
1397773573.866	n	8.735	0.110
1397773573.928	n	8.740	0.106
1397773573.991	n	8.746	0.104
1397773574.049	n	8.749	0.096
1397773574.116	n	8.753	0.092
1397773574.174	n	8.755	0.084
1397773574.238	n	8.761	0.086
1397773574.307	n	8.762	0.078
1397773574.361	n	8.766	0.076
1397773574.431	n	8.769	0.072
1397773574.487	n	8.770	0.064
1397773574.552	n	8.772	0.060
1397773574.611	n	8.773	0.054
1397773574.678	n	8.776	0.054
1397773574.736	n	8.784	0.064
1397773574.806	n	8.781	0.050
1397773574.861	n	8.786	0.054
1397773574.933	n	8.791	0.058
1397773574.987	n	8.794	0.056
1397773575.056	n	8.797	0.054
1397773575.111	n	8.800	0.054
1397773575.178	n	8.804	0.056
1397773575.236	n	8.808	0.056
1397773575.300	n	8.811	0.054
1397773575.369	n	8.814	0.054
1397773575.424	n	8.821	0.062
1397773575.494	n	8.822	0.056
1397773575.549	n	8.825	0.054
1397773575.619	n	8.833	0.064
1397773575.674	n	8.837	0.064
1397773575.741	n	8.844	0.070
1397773575.799	n	8.847	0.068
1397773575.867	n	8.853	0.072
1397773575.930	n	8.859	0.074
1397773575.993	n	8.867	0.080
1397773576.049	n	8.873	0.082
1397773576.117	n	8.881	0.088
1397773576.175	n	8.885	0.084
1397773576.241	n	8.892	0.088
1397773576.299	n	8.901	0.094
1397773576.361	n	8.905	0.090
1397773576.431	n	8.916	0.100
1397773576.486	n	8.926	0.108
1397773576.556	n	8.935	0.112
1397773576.611	n	8.945	0.118
1397773576.681	n	8.949	0.112
1397773576.737	n	8.962	0.124
1397773576.802	n	8.973	0.130
1397773576.861	n	8.983	0.134
1397773576.937	n	8.992	0.135
1397773576.986	n	9.003	0.140
1397773577.054	n	9.018	0.152
1397773577.112	n	9.027	0.150
1397773577.179	n	9.040	0.158
1397773577.236	n	9.053	0.164
1397773577.299	n	9.067	0.172
1397773577.362	n	9.079	0.174
1397773577.424	n	9.092	0.178
1397773577.493	n	9.108	0.188
1397773577.549	n	9.120	0.188
1397773577.612	n	9.136	0.196
1397773577.674	n	9.149	0.198
1397773577.743	n	9.165	0.206
1397773577.800	n	9.179	0.208
1397773577.867	n	9.196	0.216
1397773577.928	n	9.208	0.212
1397773577.991	n	9.224	0.218
1397773578.050	n	9.241	0.224
1397773578.115	n	9.254	0.222
1397773578.175	n	9.270	0.226
1397773578.240	n	9.289	0.236
1397773578.299	n	9.301	0.230
1397773578.362	n	9.320	0.240
1397773578.449	y	9.335	0.240
1397773578.488	n	9.352	0.244
1397773578.550	n	9.368	0.246
1397773578.612	n	9.383	0.246
1397773578.678	n	9.402	0.254
1397773578.737	n	9.422	0.262
1397773578.802	n	9.437	0.260
1397773578.861	n	9.454	0.262
1397773578.934	n	9.472	0.265
1397773578.987	n	9.488	0.264
1397773579.049	n	9.503	0.260
1397773579.119	n	9.524	0.269
1397773579.174	n	9.539	0.266
1397773579.242	n	9.558	0.270
1397773579.299	n	9.575	0.270
1397773579.366	n	9.595	0.276
1397773579.425	n	9.613	0.278
1397773579.492	n	9.634	0.286
1397773579.550	n	9.650	0.282
1397773579.619	n	9.669	0.283
1397773579.674	n	9.690	0.290
1397773579.743	n	9.711	0.295
1397773579.799	n	9.727	0.290
1397773579.868	n	9.741	0.281
1397773579.929	n	9.762	0.288
1397773579.989	n	9.780	0.288
1397773580.050	n	9.799	0.290
1397773580.118	n	9.820	0.295
1397773580.175	n	9.836	0.290
1397773580.242	n	9.855	0.292
1397773580.300	n	9.869	0.284
1397773580.362	n	9.891	0.292
1397773580.424	n	9.907	0.288
1397773580.491	n	9.926	0.290
1397773580.549	n	9.941	0.284
1397773580.615	n	9.957	0.280
1397773580.674	n	9.971	0.272
1397773580.737	n	9.992	0.280
1397773580.810	n	10.008	0.275
1397773580.862	n	10.027	0.280
1397773580.938	n	10.038	0.265
1397773580.987	n	10.056	0.268
1397773581.057	n	10.076	0.273
1397773581.112	n	10.092	0.272
1397773581.180	n	10.111	0.276
1397773581.237	n	10.125	0.270
1397773581.304	n	10.141	0.268
1397773581.363	n	10.158	0.268
1397773581.430	n	10.172	0.262
1397773581.487	n	10.188	0.262
1397773581.555	n	10.206	0.266
1397773581.612	n	10.217	0.254
1397773581.675	n	10.232	0.252
1397773581.746	n	10.247	0.249
1397773581.799	n	10.263	0.250
1397773581.871	n	10.278	0.247
1397773581.931	n	10.291	0.241
1397773581.995	n	10.305	0.239
1397773582.050	n	10.318	0.236
1397773582.119	n	10.333	0.236
1397773582.175	n	10.343	0.226
1397773582.243	n	10.356	0.224
1397773582.300	n	10.370	0.224
1397773582.367	n	10.384	0.224
1397773582.425	n	10.394	0.216
1397773582.487	n	10.403	0.206
1397773582.550	n	10.412	0.198
1397773582.618	n	10.426	0.202
1397773582.675	n	10.435	0.194
1397773582.737	n	10.445	0.190
1397773582.807	n	10.460	0.195
1397773582.861	n	10.469	0.190
1397773582.925	n	10.478	0.184
1397773582.986	n	10.490	0.184
1397773583.058	n	10.501	0.181
1397773583.112	n	10.509	0.176
1397773583.182	n	10.521	0.178
1397773583.236	n	10.532	0.178
1397773583.306	n	10.541	0.174
1397773583.362	n	10.550	0.170
1397773583.431	n	10.560	0.168
1397773583.487	n	10.571	0.168
1397773583.562	y	10.583	0.170
1397773583.611	n	10.592	0.166
1397773583.679	n	10.604	0.170
1397773583.736	n	10.613	0.166
1397773583.805	n	10.622	0.164
1397773583.861	n	10.638	0.176
1397773583.935	n	10.648	0.173
1397773583.998	n	10.659	0.173
1397773584.049	n	10.669	0.172
1397773584.123	n	10.677	0.165
1397773584.174	n	10.689	0.170
1397773584.244	n	10.697	0.164
1397773584.299	n	10.709	0.168
1397773584.369	n	10.720	0.168
1397773584.424	n	10.726	0.158
1397773584.492	n	10.736	0.158
1397773584.550	n	10.746	0.158
1397773584.620	n	10.752	0.150
1397773584.675	n	10.762	0.152
1397773584.743	n	10.772	0.152
1397773584.799	n	10.783	0.154
1397773584.867	n	10.790	0.148
1397773584.930	n	10.802	0.154
1397773584.992	n	10.810	0.150
1397773585.049	n	10.818	0.148
1397773585.112	n	10.828	0.150
1397773585.185	n	10.835	0.145
1397773585.237	n	10.841	0.140
1397773585.310	n	10.853	0.145
1397773585.362	n	10.863	0.148
1397773585.431	n	10.868	0.140
1397773585.487	n	10.877	0.140
1397773585.555	n	10.886	0.140
1397773585.612	n	10.896	0.142
1397773585.680	n	10.906	0.144
1397773585.738	n	10.916	0.146
1397773585.805	n	10.925	0.146
1397773585.862	n	10.932	0.142
1397773585.925	n	10.942	0.144
1397773585.986	n	10.949	0.140
1397773586.050	n	10.960	0.144
1397773586.112	n	10.969	0.144
1397773586.175	n	10.975	0.138
1397773586.248	n	10.984	0.137
1397773586.300	n	10.997	0.146
1397773586.371	n	11.006	0.145
1397773586.425	n	11.017	0.150
1397773586.495	n	11.025	0.148
1397773586.550	n	11.037	0.154
1397773586.619	n	11.046	0.152
1397773586.675	n	11.055	0.150
1397773586.743	n	11.065	0.152
1397773586.799	n	11.073	0.148
1397773586.868	n	11.083	0.150
1397773586.931	n	11.092	0.150
1397773586.993	n	11.103	0.154
1397773587.050	n	11.112	0.152
1397773587.118	n	11.122	0.152
1397773587.175	n	11.134	0.156
1397773587.240	n	11.144	0.156
1397773587.310	n	11.155	0.157
1397773587.362	n	11.166	0.160
1397773587.435	n	11.178	0.163
1397773587.487	n	11.186	0.160
1397773587.560	n	11.194	0.155
1397773587.611	n	11.207	0.162
1397773587.680	n	11.222	0.172
1397773587.736	n	11.235	0.176
1397773587.807	n	11.245	0.174
1397773587.862	n	11.259	0.180
1397773587.938	n	11.273	0.185
1397773587.988	n	11.289	0.194
1397773588.057	n	11.299	0.190
1397773588.113	n	11.311	0.190
1397773588.180	n	11.323	0.190
1397773588.237	n	11.340	0.200
1397773588.305	n	11.353	0.200
1397773588.373	n	11.366	0.199
1397773588.425	n	11.382	0.206
1397773588.495	n	11.397	0.210
1397773588.550	n	11.408	0.206
1397773588.621	n	11.420	0.203
1397773588.677	y	11.437	0.211
1397773588.736	n	11.451	0.213
1397773588.798	n	11.463	0.211
1397773588.867	n	11.478	0.215
1397773588.928	n	11.493	0.217
1397773588.993	n	11.510	0.223
1397773589.049	n	11.525	0.225
1397773589.118	n	11.543	0.233
1397773589.174	n	11.560	0.238
1397773589.239	n	11.573	0.233
1397773589.299	n	11.592	0.242
1397773589.366	n	11.608	0.243
1397773589.433	n	11.626	0.248
1397773589.487	n	11.639	0.244
1397773589.558	n	11.655	0.245
1397773589.612	n	11.672	0.250
1397773589.684	n	11.687	0.247
1397773589.737	n	11.705	0.252
1397773589.804	n	11.719	0.247
1397773589.862	n	11.737	0.252
1397773589.924	n	11.756	0.258
1397773589.987	n	11.776	0.266
1397773590.056	n	11.792	0.263
1397773590.111	n	11.806	0.258
1397773590.177	n	11.825	0.263
1397773590.237	n	11.842	0.264
1397773590.305	n	11.862	0.269
1397773590.362	n	11.880	0.272
1397773590.428	n	11.900	0.277
1397773590.496	n	11.916	0.275
1397773590.549	n	11.935	0.280
1397773590.613	n	11.956	0.286
1397773590.675	n	11.976	0.290
1397773590.745	n	11.995	0.291
1397773590.800	n	12.011	0.288
1397773590.867	n	12.030	0.289
1397773590.930	n	12.053	0.299
1397773590.995	n	12.074	0.303
1397773591.050	n	12.093	0.304
1397773591.119	n	12.113	0.305
1397773591.175	n	12.132	0.306
1397773591.244	n	12.155	0.313
1397773591.300	n	12.176	0.316
1397773591.367	n	12.194	0.311
1397773591.425	n	12.214	0.312
1397773591.488	n	12.233	0.310
1397773591.558	n	12.252	0.309
1397773591.612	n	12.275	0.318
1397773591.685	n	12.297	0.320
1397773591.737	n	12.317	0.322
1397773591.808	n	12.337	0.321
1397773591.862	n	12.354	0.316
1397773591.938	n	12.375	0.316
1397773591.987	n	12.395	0.318
1397773592.056	n	12.415	0.317
1397773592.112	n	12.439	0.326
1397773592.181	n	12.456	0.319
1397773592.237	n	12.478	0.324
1397773592.305	n	12.498	0.323
1397773592.362	n	12.518	0.324
1397773592.428	n	12.540	0.328
1397773592.487	n	12.558	0.322
1397773592.553	n	12.580	0.326
1397773592.621	n	12.600	0.325
1397773592.675	n	12.618	0.322
1397773592.745	n	12.643	0.331
1397773592.799	n	12.664	0.332
1397773592.870	n	12.682	0.325
1397773592.930	n	12.699	0.319
1397773592.992	n	12.717	0.316
1397773593.050	n	12.740	0.322
1397773593.120	n	12.762	0.325
1397773593.174	n	12.777	0.316
1397773593.242	n	12.798	0.318
1397773593.300	n	12.816	0.314
1397773593.370	n	12.835	0.311
1397773593.425	n	12.854	0.310
1397773593.493	n	12.873	0.310
1397773593.549	n	12.890	0.306
1397773593.617	n	12.912	0.312
1397773593.674	n	12.930	0.308
1397773593.766	y	12.950	0.310
1397773593.809	n	12.967	0.306
1397773593.862	n	12.985	0.306
1397773593.931	n	13.000	0.297
1397773593.992	n	13.019	0.297
1397773594.058	n	13.037	0.294
1397773594.113	n	13.054	0.294
1397773594.183	n	13.066	0.280
1397773594.238	n	13.085	0.283
1397773594.308	n	13.100	0.276
1397773594.362	n	13.117	0.277
1397773594.425	n	13.133	0.275
1397773594.488	n	13.148	0.271
1397773594.555	n	13.162	0.265
1397773594.612	n	13.176	0.259
1397773594.681	n	13.191	0.256
1397773594.737	n	13.207	0.257
1397773594.800	n	13.223	0.257
1397773594.865	n	13.239	0.257
1397773594.931	n	13.251	0.248
1397773594.998	n	13.262	0.238
1397773595.050	n	13.277	0.239
1397773595.120	n	13.292	0.238
1397773595.175	n	13.304	0.233
1397773595.238	n	13.313	0.221
1397773595.299	n	13.327	0.221
1397773595.364	n	13.338	0.215
1397773595.425	n	13.348	0.209
1397773595.487	n	13.356	0.199
1397773595.549	n	13.371	0.205
1397773595.617	n	13.382	0.200
1397773595.675	n	13.392	0.195
1397773595.737	n	13.403	0.193
1397773595.802	n	13.413	0.188
1397773595.862	n	13.420	0.178
1397773595.933	n	13.432	0.180
1397773595.988	n	13.438	0.170
1397773596.050	n	13.445	0.162
1397773596.111	n	13.455	0.163
1397773596.175	n	13.465	0.162
1397773596.236	n	13.469	0.150
1397773596.305	n	13.478	0.150
1397773596.361	n	13.482	0.140
1397773596.424	n	13.489	0.136
1397773596.486	n	13.498	0.136
1397773596.551	n	13.507	0.136
1397773596.621	n	13.509	0.122
1397773596.674	n	13.518	0.124
1397773596.745	n	13.524	0.120
1397773596.799	n	13.526	0.108
1397773596.870	n	13.532	0.106
1397773596.932	n	13.538	0.104
1397773596.987	n	13.540	0.094
1397773597.049	n	13.547	0.096
1397773597.112	n	13.553	0.096
1397773597.174	n	13.557	0.092
1397773597.243	n	13.559	0.084
1397773597.299	n	13.564	0.084
1397773597.367	n	13.566	0.078
1397773597.424	n	13.575	0.086
1397773597.492	n	13.578	0.082
1397773597.549	n	13.580	0.076
1397773597.617	n	13.582	0.070
1397773597.674	n	13.589	0.076
1397773597.737	n	13.591	0.070
1397773597.808	n	13.596	0.072
1397773597.862	n	13.603	0.076
1397773597.930	n	13.607	0.074
1397773597.987	n	13.609	0.068
1397773598.057	n	13.615	0.072
1397773598.111	n	13.618	0.068
1397773598.182	n	13.624	0.072
1397773598.236	n	13.626	0.066
1397773598.299	n	13.633	0.072
1397773598.362	n	13.640	0.076
1397773598.430	n	13.643	0.072
1397773598.486	n	13.645	0.066
1397773598.555	n	13.650	0.068
1397773598.612	n	13.660	0.080
1397773598.680	n	13.664	0.078
1397773598.737	y	13.672	0.084
1397773598.800	n	13.678	0.086
1397773598.869	n	13.686	0.092
1397773598.933	n	13.697	0.101
1397773598.987	n	13.701	0.098
1397773599.049	n	13.709	0.102
1397773599.120	n	13.719	0.109
1397773599.174	n	13.731	0.120
1397773599.244	n	13.739	0.119
1397773599.299	n	13.752	0.130
1397773599.368	n	13.765	0.139
1397773599.424	n	13.778	0.148
1397773599.492	n	13.792	0.157
1397773599.549	n	13.801	0.156
1397773599.618	n	13.815	0.163
1397773599.674	n	13.831	0.176
1397773599.742	n	13.843	0.178
1397773599.800	n	13.861	0.192
1397773599.865	n	13.872	0.190
1397773599.933	n	13.888	0.197
1397773599.993	n	13.906	0.209
1397773600.059	n	13.924	0.219
1397773600.113	n	13.944	0.232
1397773600.182	n	13.958	0.229
1397773600.237	n	13.977	0.240
1397773600.307	n	13.995	0.245
1397773600.362	n	14.016	0.258
1397773600.425	n	14.037	0.268
1397773600.488	n	14.058	0.276
1397773600.550	n	14.077	0.280
1397773600.612	n	14.098	0.286
1397773600.680	n	14.120	0.293
1397773600.738	n	14.142	0.302
1397773600.804	n	14.165	0.309
1397773600.863	n	14.187	0.316
1397773600.934	n	14.209	0.319
1397773600.994	n	14.232	0.325
1397773601.050	n	14.255	0.332
1397773601.120	n	14.278	0.335
1397773601.175	n	14.303	0.344
1397773601.245	n	14.327	0.347
1397773601.300	n	14.351	0.352
1397773601.369	n	14.378	0.361
1397773601.425	n	14.401	0.362
1397773601.492	n	14.424	0.361
1397773601.548	n	14.446	0.361
1397773601.611	n	14.469	0.360
1397773601.674	n	14.495	0.366
1397773601.737	n	14.523	0.376
1397773601.799	n	14.547	0.376
1397773601.866	n	14.567	0.368
1397773601.925	n	14.588	0.364
1397773601.987	n	14.613	0.368
1397773602.058	n	14.639	0.373
1397773602.112	n	14.659	0.368
1397773602.182	n	14.682	0.367
1397773602.237	n	14.707	0.372
1397773602.305	n	14.732	0.375
1397773602.362	n	14.755	0.374
1397773602.430	n	14.776	0.369
1397773602.488	n	14.798	0.368
1397773602.556	n	14.814	0.353
1397773602.613	n	14.839	0.360
1397773602.681	n	14.858	0.351
1397773602.737	n	14.878	0.348
1397773602.800	n	14.900	0.348
1397773602.864	n	14.921	0.346
1397773602.925	n	14.942	0.344
1397773602.995	n	14.961	0.337
1397773603.050	n	14.981	0.336
1397773603.120	n	15.000	0.331
1397773603.175	n	15.020	0.330
1397773603.243	n	15.043	0.333
1397773603.300	n	15.059	0.324
1397773603.362	n	15.079	0.324
1397773603.424	n	15.096	0.318
1397773603.488	n	15.117	0.320
1397773603.550	n	15.133	0.312
1397773603.612	n	15.154	0.314
1397773603.675	n	15.169	0.304
1397773603.737	n	15.183	0.294
1397773603.843	y	15.198	0.288
1397773603.869	n	15.219	0.294
1397773603.924	n	15.234	0.289
1397773603.988	n	15.249	0.283
1397773604.051	n	15.262	0.273
1397773604.113	n	15.281	0.277
1397773604.175	n	15.295	0.271
1397773604.238	n	15.311	0.269
1397773604.300	n	15.324	0.261
1397773604.362	n	15.337	0.255
1397773604.426	n	15.353	0.255
1397773604.487	n	15.362	0.241
1397773604.550	n	15.378	0.243
1397773604.613	n	15.391	0.239
1397773604.675	n	15.403	0.233
1397773604.740	n	15.415	0.226
1397773604.800	n	15.427	0.223
1397773604.864	n	15.441	0.222
1397773604.924	n	15.452	0.217
1397773604.987	n	15.463	0.211
1397773605.049	n	15.473	0.205
1397773605.111	n	15.486	0.205
1397773605.174	n	15.491	0.188
1397773605.236	n	15.503	0.188
1397773605.299	n	15.514	0.186
1397773605.362	n	15.525	0.184
1397773605.427	n	15.534	0.178
1397773605.487	n	15.541	0.170
1397773605.552	n	15.548	0.162
1397773605.612	n	15.553	0.152
1397773605.675	n	15.563	0.152
1397773605.736	n	15.573	0.152
1397773605.800	n	15.580	0.146
1397773605.862	n	15.590	0.148
1397773605.934	n	15.594	0.138
1397773605.987	n	15.598	0.128
1397773606.049	n	15.604	0.124
1397773606.114	n	15.610	0.120
1397773606.174	n	15.620	0.124
1397773606.239	n	15.627	0.122
1397773606.299	n	15.633	0.118
1397773606.361	n	15.639	0.116
1397773606.424	n	15.643	0.110
1397773606.487	n	15.649	0.108
1397773606.549	n	15.657	0.110
1397773606.613	n	15.662	0.106
1397773606.674	n	15.671	0.110
1397773606.737	n	15.673	0.100
1397773606.799	n	15.677	0.096
1397773606.862	n	15.686	0.102
1397773606.925	n	15.694	0.106
1397773606.987	n	15.702	0.108
1397773607.050	n	15.708	0.106
1397773607.112	n	15.713	0.102
1397773607.176	n	15.719	0.102
1397773607.238	n	15.723	0.098
1397773607.300	n	15.729	0.098
1397773607.362	n	15.732	0.092
1397773607.425	n	15.741	0.098
1397773607.487	n	15.751	0.106
1397773607.550	n	15.754	0.098
1397773607.614	n	15.763	0.104
1397773607.675	n	15.771	0.106
1397773607.740	n	15.778	0.106
1397773607.799	n	15.786	0.108
1397773607.862	n	15.794	0.110
1397773607.924	n	15.798	0.104
1397773607.989	n	15.809	0.112
1397773608.050	n	15.816	0.112
1397773608.112	n	15.828	0.122
1397773608.174	n	15.834	0.118
1397773608.237	n	15.841	0.118
1397773608.302	n	15.850	0.122
1397773608.362	n	15.860	0.126
1397773608.427	n	15.865	0.120
1397773608.487	n	15.878	0.130
1397773608.550	n	15.887	0.132
1397773608.612	n	15.898	0.138
1397773608.675	n	15.906	0.136
1397773608.738	n	15.917	0.140
1397773608.802	n	15.930	0.148
1397773608.889	y	15.943	0.156
1397773608.926	n	15.954	0.158
1397773608.988	n	15.963	0.156
1397773609.050	n	15.971	0.152
1397773609.115	n	15.984	0.158
1397773609.175	n	16.000	0.170
1397773609.238	n	16.016	0.180
1397773609.300	n	16.025	0.176
1397773609.364	n	16.039	0.182
1397773609.425	n	16.056	0.194
1397773609.487	n	16.070	0.198
1397773609.550	n	16.081	0.196
1397773609.612	n	16.097	0.204
1397773609.674	n	16.116	0.216
1397773609.737	n	16.130	0.216
1397773609.802	n	16.147	0.222
1397773609.862	n	16.163	0.226
1397773609.925	n	16.178	0.228
1397773609.987	n	16.198	0.240
1397773610.050	n	16.213	0.240
1397773610.112	n	16.232	0.248
1397773610.177	n	16.248	0.248
1397773610.238	n	16.265	0.250
1397773610.300	n	16.282	0.252
1397773610.362	n	16.298	0.252
1397773610.425	n	16.317	0.258
1397773610.489	n	16.339	0.270
1397773610.550	n	16.356	0.270
1397773610.615	n	16.374	0.272
1397773610.675	n	16.391	0.272
1397773610.737	n	16.411	0.278
1397773610.800	n	16.430	0.282
1397773610.863	n	16.447	0.280
1397773610.924	n	16.466	0.282
1397773610.986	n	16.488	0.290
1397773611.049	n	16.510	0.298
1397773611.111	n	16.525	0.290
1397773611.178	n	16.544	0.292
1397773611.237	n	16.569	0.306
1397773611.301	n	16.595	0.320
1397773611.362	n	16.615	0.320
1397773611.425	n	16.634	0.318
1397773611.488	n	16.657	0.324
1397773611.550	n	16.674	0.318
1397773611.613	n	16.697	0.324
1397773611.675	n	16.717	0.324
1397773611.738	n	16.739	0.328
1397773611.800	n	16.759	0.326
1397773611.863	n	16.782	0.332
1397773611.925	n	16.798	0.322
1397773611.989	n	16.821	0.328
1397773612.050	n	16.842	0.328
1397773612.113	n	16.866	0.334
1397773612.175	n	16.888	0.336
1397773612.238	n	16.909	0.336
1397773612.300	n	16.930	0.336
1397773612.362	n	16.951	0.336
1397773612.425	n	16.972	0.336
1397773612.487	n	16.994	0.338
1397773612.550	n	17.017	0.342
1397773612.613	n	17.039	0.344
1397773612.677	n	17.057	0.336
1397773612.737	n	17.077	0.334
1397773612.801	n	17.104	0.346
1397773612.863	n	17.122	0.338
1397773612.935	n	17.147	0.344
1397773612.988	n	17.164	0.336
1397773613.050	n	17.186	0.338
1397773613.112	n	17.210	0.344
1397773613.175	n	17.235	0.350
1397773613.238	n	17.252	0.340
1397773613.300	n	17.272	0.338
1397773613.364	n	17.294	0.340
1397773613.425	n	17.316	0.342
1397773613.489	n	17.338	0.344
1397773613.550	n	17.357	0.338
1397773613.614	n	17.379	0.340
1397773613.675	n	17.400	0.340
1397773613.743	n	17.422	0.341
1397773613.799	n	17.440	0.336
1397773613.866	n	17.461	0.335
1397773613.982	y	17.482	0.335
1397773613.994	n	17.500	0.329
1397773614.049	n	17.520	0.329
1397773614.116	n	17.537	0.320
1397773614.174	n	17.555	0.317
1397773614.242	n	17.572	0.310
1397773614.300	n	17.592	0.313
1397773614.362	n	17.608	0.304
1397773614.434	n	17.624	0.297
1397773614.487	n	17.641	0.294
1397773614.552	n	17.660	0.296
1397773614.613	n	17.678	0.294
1397773614.682	n	17.695	0.291
1397773614.737	n	17.714	0.294
1397773614.801	n	17.731	0.292
1397773614.862	n	17.749	0.292
1397773614.934	n	17.767	0.291
